seq_id,PCR1,PCR2,PCR3,PCR4,PCR5,PCR6
002985,23,11,5,2,1,0
002986,139,149,157,162,165,165
002987,77,72,66,59,52,45
002988,63,63,62,60,57,53
002989,81,64,49,37,28,21
002990,74,82,89,95,100,104
002991,92,98,103,106,108,108
002992,80,78,75,71,66,60
002993,41,39,36,33,30,26
002994,88,91,93,93,92,89
002995,58,51,44,38,32,27
002996,58,63,67,70,72,73
002997,160,150,138,125,112,98
002998,93,86,78,70,62,54
002999,65,68,70,71,70,68
003000,96,89,81,72,63,55
003001,111,100,89,78,67,57
003002,78,105,139,180,230,290
003003,68,58,49,41,33,26
003004,116,124,130,134,136,136
003005,167,198,230,263,296,328
003006,94,107,120,133,145,155
003007,87,103,120,137,155,172
003008,79,76,72,67,62,56
003009,84,96,108,119,130,139
003010,79,81,82,81,79,76
003011,60,64,67,69,70,70
003012,58,59,59,58,56,53
003013,42,29,20,13,9,6
003014,78,68,58,49,40,32
003015,114,114,112,108,102,95
003016,115,105,94,83,72,61
003017,65,58,51,44,38,32
003018,91,90,88,84,79,73
003019,28,23,19,15,12,9
003020,81,82,82,81,78,74
003021,49,36,26,18,13,9
003022,84,90,95,98,100,100
003023,168,190,211,231,249,264
003024,120,102,85,70,57,46
003025,124,127,128,127,124,119
003026,58,51,44,37,31,26
003027,101,96,90,83,75,67
003028,127,135,141,145,147,147
003029,64,64,63,61,58,54
003030,57,49,42,35,29,24
003031,70,71,71,70,68,65
003032,72,58,46,36,28,21
003033,92,95,96,96,94,91
003034,93,97,99,99,98,95
003035,76,77,77,76,74,71
003036,107,124,141,157,173,187
003037,99,104,107,108,107,105
003038,36,22,13,8,5,3
003039,61,59,56,53,49,45
003040,54,58,61,63,64,64
003041,22,4,1,0,0,0
003042,51,35,24,16,10,6
003043,148,171,194,216,237,256
003044,96,99,101,101,99,96
003045,157,186,216,247,278,308
003046,61,60,58,55,52,48
003047,35,36,36,36,35,34
003048,39,39,38,36,34,32
003049,64,63,61,58,55,51
003050,60,49,39,31,24,18
003051,207,201,192,180,166,151
003052,94,91,87,81,75,68
003053,92,94,95,94,92,89
003054,58,55,51,46,41,36
003055,31,28,25,22,19,16
003056,83,85,86,85,83,80
003057,86,93,99,103,106,107
003058,51,54,56,57,57,56
003059,73,74,73,71,68,64
003060,45,43,41,38,35,32
003061,47,36,27,20,15,11
003062,43,43,42,40,38,35
003063,66,53,42,33,25,19
003064,164,193,223,254,285,315
003065,91,99,106,112,116,118
003066,52,42,33,26,20,15
003067,44,42,39,36,33,29
003068,100,104,107,108,107,105
003069,58,49,41,34,28,22
003070,40,33,27,22,17,13
003071,97,87,77,67,57,48
003072,70,67,63,58,53,47
003073,69,72,74,74,73,71
003074,109,119,128,136,142,146
003075,48,48,47,46,44,41
003076,58,65,71,76,81,85
003077,56,47,39,32,26,21
003078,51,50,48,45,42,39
003079,41,41,41,40,39,37
003080,123,144,166,188,210,231
003081,56,59,61,62,62,61
003082,54,51,47,43,39,34
003083,59,68,77,86,95,103
003084,83,74,65,56,47,39
003085,113,111,108,103,97,90
003086,32,35,37,39,40,41
003087,55,53,50,46,42,38
003088,82,95,108,121,133,144
003089,61,44,31,21,14,9
003090,69,82,95,109,123,136
003091,87,94,100,105,109,111
003092,47,44,40,36,32,28
003093,88,87,84,80,75,69
003094,22,24,26,28,29,30
003095,60,66,72,77,81,84
003096,53,47,41,35,30,25
003097,59,56,52,47,42,37
003098,59,58,56,53,50,46
003099,40,38,35,32,29,26
003100,79,80,80,78,75,71
003101,88,92,95,96,96,94
003102,54,57,60,62,63,63
003103,118,121,122,121,118,114
003104,92,89,85,79,73,66
003105,130,140,148,154,158,160
003106,148,169,189,208,226,242
003107,150,136,121,106,92,78
003108,53,52,50,47,44,40
003109,118,126,132,136,138,138
003110,66,64,61,57,52,47
003111,37,26,18,12,8,5
003112,71,74,76,76,75,73
003113,127,137,145,151,155,157
003114,106,117,127,136,143,148
003115,90,87,83,78,72,65
003116,66,76,86,96,106,115
003117,78,87,95,103,110,115
003118,74,60,48,38,29,22
003119,75,76,76,75,73,70
003120,45,39,33,28,23,19
003121,61,54,47,41,35,29
003122,58,59,59,58,56,53
003123,85,100,115,131,147,162
003124,111,140,174,213,256,303
003125,107,79,57,41,29,20
003126,116,112,107,100,92,84
003127,89,90,89,87,84,80
003128,39,16,7,3,1,0
003129,70,56,44,34,26,20
003130,58,57,55,52,49,45
003131,58,62,65,67,68,68
003132,59,50,42,35,29,23
003133,84,90,95,98,100,100
003134,197,272,369,493,649,841
003135,39,38,37,35,33,30
003136,45,45,44,42,40,37
003137,87,74,61,50,40,32
003138,69,82,96,110,124,138
003139,204,255,313,379,451,529
003140,24,6,2,1,0,0
003141,58,54,50,45,40,35
003142,88,88,86,83,79,74
003143,66,72,77,81,84,86
003144,106,80,59,43,31,22
003145,110,99,87,76,65,55
003146,105,106,105,102,98,92
003147,80,77,73,68,62,56
003148,61,57,53,48,43,38
003149,78,84,89,93,96,97
003150,56,45,36,28,22,17
003151,51,38,27,19,13,9
003152,98,100,101,100,98,94
003153,67,71,74,76,76,75
003154,80,73,65,57,49,42
003155,66,72,77,81,84,86
003156,106,116,124,131,136,139
003157,82,68,55,44,35,27
003158,76,73,69,64,59,53
003159,102,99,94,88,81,74
003160,71,59,48,38,30,23
003161,78,81,83,83,82,80
003162,49,43,37,31,26,21
003163,99,74,54,39,28,20
003164,39,35,31,27,23,19
003165,67,70,72,73,73,72
003166,87,94,100,105,108,109
003167,74,96,122,153,189,230
003168,33,28,23,19,15,12
003169,50,44,38,33,28,23
003170,59,61,62,62,61,59
003171,72,60,49,39,31,24
003172,96,90,83,75,67,59
003173,71,65,58,51,44,38
003174,89,106,124,143,162,181
003175,37,27,19,13,9,6
003176,50,43,37,31,26,21
003177,157,155,151,144,136,126
003178,55,43,33,25,19,14
003179,69,65,60,54,48,42
003180,58,64,70,75,79,82
003181,84,88,90,91,90,88
003182,26,19,13,9,6,4
003183,133,129,123,115,106,96
003184,58,68,78,88,98,108
003185,64,59,53,47,41,35
003186,100,102,102,101,98,94
003187,39,37,34,31,28,25
003188,49,45,41,36,31,27
003189,103,108,111,112,112,110
003190,102,100,96,91,85,78
003191,61,54,47,40,33,27
003192,96,60,37,22,13,8
003193,75,68,61,54,47,40
003194,38,30,24,19,14,10
003195,98,95,90,84,77,70
003196,120,116,110,103,95,86
003197,83,96,109,122,134,145
003198,136,137,136,133,128,121
003199,89,88,85,81,76,70
003200,29,11,4,1,0,0
003201,65,62,58,54,49,44
003202,64,75,87,99,111,122
003203,113,141,173,209,249,292
003204,66,84,105,129,156,185
003205,145,129,112,96,81,67
003206,76,72,67,62,56,50
003207,65,78,91,105,119,133
003208,47,51,54,56,57,57
003209,125,144,163,182,200,216
003210,67,56,46,37,29,23
003211,101,64,40,24,14,8
003212,127,135,141,145,147,147
003213,75,75,73,70,66,62
003214,67,82,99,118,138,159
003215,86,97,107,116,124,131
003216,71,65,59,52,46,40
003217,83,85,85,84,82,79
003218,84,73,63,53,44,36
003219,102,133,171,216,268,328
003220,90,83,75,67,59,51
003221,65,62,58,53,48,43
003222,204,214,220,223,222,218
003223,136,172,214,262,315,373
003224,48,36,26,19,13,9
003225,89,104,119,134,148,162
003226,64,58,51,44,38,32
003227,97,116,137,159,181,203
003228,19,5,1,0,0,0
003229,67,68,68,67,65,62
003230,196,230,265,301,337,371
003231,71,70,68,65,61,57
003232,110,105,98,90,82,73
003233,93,113,135,159,184,210
003234,139,147,152,155,156,154
003235,181,249,336,447,585,754
003236,21,8,3,1,0,0
003237,84,78,71,64,57,50
003238,129,134,136,136,134,130
003239,117,109,100,90,80,70
003240,86,85,82,78,73,68
003241,20,4,1,0,0,0
003242,69,66,62,57,52,47
003243,102,99,95,89,82,75
003244,107,104,100,94,87,79
003245,71,73,73,72,70,67
003246,127,128,127,124,119,112
003247,82,73,64,55,47,39
003248,129,123,115,106,96,86
003249,34,32,29,26,23,20
003250,112,110,106,101,95,88
003251,79,86,92,96,99,101
003252,69,73,76,78,79,79
003253,78,81,83,84,83,81
003254,105,91,78,65,54,44
003255,75,78,79,79,78,76
003256,113,98,84,71,59,48
003257,108,124,140,155,169,182
003258,121,97,76,59,45,34
003259,39,35,31,27,23,19
003260,63,60,56,51,46,41
003261,14,3,1,0,0,0
003262,193,211,227,240,250,256
003263,74,67,60,53,46,39
003264,75,80,84,87,88,88
003265,90,81,71,61,52,44
003266,97,91,84,76,68,60
003267,59,54,49,44,39,34
003268,64,51,40,31,24,18
003269,68,69,68,66,63,60
003270,79,83,86,88,88,87
003271,129,138,145,150,153,153
003272,96,92,87,81,74,67
003273,101,104,105,104,102,98
003274,70,62,54,46,38,31
003275,172,193,213,231,247,260
003276,52,44,36,29,23,18
003277,40,36,32,28,24,20
003278,85,99,113,127,140,152
003279,106,106,104,101,96,90
003280,135,121,107,93,80,67
003281,55,45,36,28,22,17
003282,83,89,94,98,100,101
003283,83,78,72,66,59,52
003284,52,59,65,71,76,81
003285,83,77,70,62,55,48
003286,12,3,1,0,0,0
003287,98,65,42,27,17,11
003288,20,15,11,8,6,4
003289,58,58,57,55,53,50
003290,61,65,68,70,70,69
003291,44,47,49,50,51,51
003292,58,55,52,48,44,39
003293,89,101,113,124,134,143
003294,155,173,190,205,218,228
003295,35,40,45,50,54,58
003296,76,73,69,64,58,52
003297,43,37,31,26,21,17
003298,65,71,76,80,83,85
003299,32,30,28,25,22,19
003300,35,31,27,23,20,17
003301,149,159,167,172,175,175
003302,61,58,54,49,44,39
003303,112,128,143,158,171,183
003304,27,27,27,26,25,23
003305,65,73,81,88,95,101
003306,121,127,131,132,131,128
003307,86,90,92,93,92,90
003308,114,140,168,199,232,266
003309,89,94,97,99,99,98
003310,79,77,73,69,64,58
003311,154,191,233,280,331,386
003312,60,59,57,54,50,46
003313,76,74,71,67,62,57
003314,61,75,90,107,125,144
003315,137,150,162,172,179,184
003316,115,108,100,91,81,71
003317,117,141,167,194,222,250
003318,48,37,28,21,15,11
003319,47,51,54,56,57,58
003320,84,73,63,53,44,36
003321,154,152,147,140,131,121
003322,67,63,58,53,47,41
003323,28,27,26,24,22,20
003324,52,50,47,43,39,35
003325,113,119,123,125,125,123
003326,95,90,84,77,70,62
003327,55,40,29,21,15,10
003328,83,97,111,125,139,152
003329,91,88,84,79,73,66
003330,51,51,50,48,45,42
003331,104,92,80,68,57,47
003332,164,190,216,241,265,287
003333,58,52,46,40,34,29
003334,56,46,37,30,24,19
003335,107,108,107,104,100,95
003336,52,50,47,43,39,35
003337,101,104,106,106,104,101
003338,129,144,158,170,181,189
003339,61,68,75,81,86,90
003340,46,34,25,18,13,9
003341,79,68,58,48,39,32
003342,48,30,19,12,7,4
003343,83,89,94,97,99,99
003344,69,74,78,81,83,83
003345,37,35,33,30,27,24
003346,70,37,19,10,5,2
003347,72,69,65,60,54,48
003348,36,29,23,18,14,11
003349,128,125,119,112,104,95
003350,34,28,23,18,14,11
003351,76,74,70,66,61,55
003352,57,56,54,51,48,44
003353,93,98,102,104,105,104
003354,90,76,63,51,41,32
003355,58,57,55,52,48,44
003356,40,52,66,83,103,125
003357,68,62,55,48,41,35
003358,63,55,47,40,33,27
003359,72,80,87,94,99,103
003360,158,154,148,140,130,119
003361,72,75,77,77,76,74
003362,52,45,38,32,26,21
003363,73,85,97,109,120,130
003364,62,62,61,59,56,52
003365,70,60,51,42,34,27
003366,56,64,72,79,86,92
003367,69,68,66,63,59,54
003368,60,60,59,57,54,51
003369,73,78,82,85,86,86
003370,34,35,35,35,34,33
003371,70,64,58,52,46,40
003372,82,82,81,78,74,69
003373,78,68,58,49,40,32
003374,84,68,54,42,32,24
003375,95,92,87,81,74,67
003376,61,64,66,67,67,66
003377,124,107,91,76,62,50
003378,136,112,90,72,56,43
003379,68,74,79,83,86,88
003380,178,180,179,175,168,159
003381,143,123,104,87,71,57
003382,82,87,91,94,95,95
003383,51,56,60,64,67,69
003384,109,117,123,128,131,132
003385,82,74,66,57,49,41
003386,85,96,106,115,123,130
003387,57,57,56,54,52,49
003388,86,89,90,90,88,85
003389,43,42,40,38,35,32
003390,87,100,112,124,135,145
003391,40,35,30,25,21,17
003392,38,34,30,26,22,19
003393,56,58,59,59,58,56
003394,92,77,64,52,42,33
003395,197,183,167,150,133,116
003396,71,63,55,47,40,33
003397,56,48,41,34,28,23
003398,67,67,66,64,61,57
003399,58,55,51,47,42,37
003400,58,52,46,40,34,29
003401,102,107,110,112,112,110
003402,89,75,62,51,41,32
003403,154,165,173,179,182,182
003404,76,83,89,94,98,100
003405,106,119,131,142,152,160
003406,19,18,17,16,15,14
003407,62,50,39,30,23,17
003408,144,126,109,92,77,63
003409,158,154,147,138,128,117
003410,99,98,96,92,87,81
003411,91,93,94,93,91,87
003412,80,84,87,88,88,87
003413,40,39,37,35,33,30
003414,39,37,35,32,29,26
003415,88,74,62,51,41,33
003416,59,51,44,37,31,25
003417,136,139,140,139,136,131
003418,53,46,39,33,27,22
003419,91,80,69,58,48,39
003420,63,48,36,26,19,13
003421,37,33,29,25,21,17
003422,64,55,46,38,31,25
003423,72,71,69,66,62,57
003424,77,69,61,53,45,38
003425,62,60,57,53,49,44
003426,157,166,172,176,177,175
003427,43,40,37,34,30,26
003428,109,112,113,112,110,106
003429,47,59,73,88,105,123
003430,112,96,81,67,55,44
003431,64,57,50,43,37,31
003432,58,47,37,29,22,17
003433,35,36,36,36,35,34
003434,87,107,129,153,179,206
003435,80,67,55,45,36,28
003436,129,135,139,140,139,136
003437,70,57,46,36,28,21
003438,76,91,107,123,140,157
003439,46,47,47,46,44,42
003440,71,73,73,72,70,67
003441,167,183,197,208,217,223
003442,98,106,113,119,123,125
003443,99,107,114,119,122,124
003444,35,31,27,23,19,16
003445,62,49,38,29,22,16
003446,132,127,120,112,103,93
003447,69,60,51,43,36,29
003448,68,65,61,56,51,45
003449,60,59,57,54,51,47
003450,91,93,93,92,89,85
003451,104,94,84,74,64,55
003452,28,27,25,23,21,19
003453,164,168,169,167,162,155
003454,188,232,282,337,397,460
003455,96,103,109,113,116,117
003456,28,30,32,33,34,34
003457,72,71,69,66,62,57
003458,136,132,126,118,109,99
003459,39,31,25,19,15,11
003460,39,36,32,28,24,21
003461,67,74,80,85,89,92
003462,27,22,17,13,10,8
003463,93,86,79,71,63,55
003464,94,95,94,91,87,82
003465,117,133,148,162,175,186
003466,125,129,131,130,127,123
003467,91,84,76,68,60,52
003468,52,48,43,38,33,29
003469,75,74,71,67,63,58
003470,94,104,114,122,129,134
003471,64,74,85,96,106,116
003472,45,43,41,38,35,31
003473,56,45,36,28,22,17
003474,82,91,100,108,115,120
003475,58,66,73,80,86,91
003476,169,155,140,124,108,93
003477,40,34,28,23,19,15
003478,138,135,130,123,115,106
003479,43,22,11,5,2,1
003480,107,107,105,102,97,91
003481,80,77,73,68,63,57
003482,160,167,172,174,173,170
003483,60,52,44,37,30,24
003484,96,97,97,95,92,87
003485,79,70,61,52,44,36
003486,85,85,83,80,76,71
003487,92,98,103,106,107,107
003488,73,73,72,70,67,63
003489,106,115,123,129,133,135
003490,75,67,59,51,43,36
003491,167,173,176,176,174,169
003492,234,235,232,225,215,202
003493,81,93,105,117,128,138
003494,92,79,67,56,46,37
003495,39,37,35,32,29,26
003496,114,116,116,114,111,106
003497,63,60,56,51,46,41
003498,66,62,57,52,47,41
003499,64,59,54,49,43,37
003500,48,49,49,49,48,46
003501,117,151,192,240,296,359
003502,15,5,2,1,0,0
003503,59,71,84,98,113,128
003504,64,50,38,29,21,15
003505,48,44,39,34,29,25
003506,108,122,135,147,158,167
003507,54,48,42,36,31,26
003508,52,53,53,52,50,47
003509,113,124,133,141,147,151
003510,168,121,85,59,40,27
003511,101,84,69,56,45,35
003512,76,80,83,84,84,83
003513,52,47,42,37,32,27
003514,141,137,131,123,114,104
003515,70,72,72,71,69,66
003516,153,161,167,170,171,169
003517,93,81,70,59,49,40
003518,62,58,54,49,44,39
003519,107,102,96,89,81,72
003520,71,69,66,62,57,52
003521,89,83,76,69,61,53
003522,123,127,129,129,127,123
003523,107,136,170,209,253,302
003524,74,82,90,97,103,108
003525,137,140,141,140,137,132
003526,73,71,68,64,59,54
003527,77,69,60,52,44,37
003528,112,97,82,68,56,45
003529,114,108,100,91,82,73
003530,80,64,51,40,31,23
003531,81,71,61,52,43,35
003532,146,185,230,281,338,401
003533,106,110,112,113,112,109
003534,21,8,3,1,0,0
003535,75,79,82,84,85,84
003536,73,81,88,94,99,102
003537,172,205,240,276,313,349
003538,41,32,25,19,14,10
003539,75,81,86,89,91,92
003540,219,213,203,191,177,161
003541,45,51,57,63,68,73
003542,80,89,98,106,113,118
003543,68,57,47,38,30,23
003544,52,46,40,34,29,24
003545,91,98,104,109,112,113
003546,72,72,70,67,63,59
003547,66,57,48,40,33,27
003548,196,179,161,142,123,105
003549,50,50,49,47,45,42
003550,99,82,67,54,43,33
003551,64,87,116,153,198,253
003552,100,105,109,111,111,110
003553,116,136,156,176,196,215
003554,94,79,65,53,43,34
003555,38,33,28,24,20,16
003556,134,138,139,138,135,130
003557,188,171,153,134,116,99
003558,89,105,121,137,153,169
003559,94,104,113,121,128,133
003560,84,85,85,83,80,76
003561,114,128,141,153,164,173
003562,61,52,43,35,28,22
003563,46,46,46,45,43,41
003564,105,122,139,156,172,187
003565,145,172,201,231,261,291
003566,41,30,22,16,11,8
003567,49,39,31,24,18,13
003568,72,70,67,63,59,54
003569,137,124,110,96,83,70
003570,110,105,98,90,82,73
003571,111,115,117,117,115,112
003572,85,75,65,55,46,38
003573,72,70,67,63,58,53
003574,88,91,92,92,90,87
003575,50,40,31,24,18,13
003576,54,58,61,63,64,64
003577,56,55,53,50,46,42
003578,55,49,43,37,31,26
003579,121,99,79,62,48,37
003580,176,206,237,268,299,328
003581,62,62,61,59,56,52
003582,69,62,55,48,41,35
003583,82,95,108,121,133,144
003584,38,41,43,45,46,46
003585,40,44,48,51,54,56
003586,109,135,165,198,234,273
003587,61,52,44,36,29,23
003588,65,68,70,71,71,70
003589,93,95,95,94,92,88
003590,107,116,124,130,134,136
003591,82,103,127,154,184,217
003592,57,52,47,41,36,31
003593,57,53,49,44,39,34
003594,135,159,184,210,236,261
003595,91,99,105,110,114,116
003596,91,97,102,106,108,108
003597,118,108,97,86,75,64
003598,63,63,62,60,57,53
003599,91,72,56,43,32,24
003600,90,70,53,40,30,22
003601,86,102,119,137,155,173
003602,73,66,58,50,43,36
003603,77,66,56,47,38,31
003604,70,68,65,61,56,51
003605,95,108,120,132,143,152
003606,119,129,137,143,147,149
003607,55,38,26,18,12,8
003608,177,219,266,317,373,432
003609,166,146,126,107,90,74
003610,32,23,16,11,7,5
003611,146,172,199,226,253,279
003612,135,135,132,127,121,113
003613,24,21,18,15,13,11
003614,112,119,125,129,131,131
003615,132,141,147,151,153,153
003616,61,73,85,98,111,124
003617,113,116,117,116,113,108
003618,90,109,130,153,177,202
003619,60,50,41,33,26,20
003620,64,54,45,37,30,24
003621,99,99,97,94,89,83
003622,95,86,76,66,57,48
003623,79,78,76,72,68,63
003624,107,102,96,89,81,72
003625,131,127,121,113,104,95
003626,215,245,275,303,329,352
003627,73,69,64,58,52,46
003628,63,56,49,42,35,29
003629,62,56,49,43,37,31
003630,75,80,84,87,89,89
003631,81,97,114,132,150,168
003632,90,85,79,72,65,57
003633,79,99,122,147,175,205
003634,84,81,76,70,64,58
003635,86,81,75,68,61,54
003636,57,55,52,49,45,41
003637,22,17,13,10,7,5
003638,73,77,79,80,80,79
003639,89,73,59,47,37,29
003640,39,31,25,19,15,11
003641,49,32,20,13,8,5
003642,72,45,28,17,10,6
003643,75,82,88,93,97,100
003644,84,93,101,108,114,119
003645,83,69,56,45,35,27
003646,76,83,89,94,98,101
003647,92,94,94,93,90,86
003648,48,48,47,46,44,41
003649,91,94,96,96,95,92
003650,40,35,30,25,21,17
003651,58,65,71,77,82,86
003652,53,64,76,89,103,117
003653,104,113,121,127,132,135
003654,105,124,144,164,184,203
003655,118,124,128,130,130,128
003656,126,147,168,189,210,229
003657,49,41,34,27,21,16
003658,44,39,34,29,24,20
003659,119,107,95,83,71,60
003660,63,60,56,52,47,42
003661,51,49,47,44,41,37
003662,108,104,98,91,83,75
003663,92,93,93,91,88,84
003664,160,142,124,107,91,76
003665,92,99,104,108,110,111
003666,89,87,83,78,72,66
003667,53,61,69,77,85,92
003668,98,93,87,80,73,65
003669,39,41,43,44,44,44
003670,76,73,69,64,59,53
003671,85,76,66,57,48,40
003672,72,61,51,42,34,27
003673,113,125,136,145,152,157
003674,123,140,157,173,188,201
003675,91,85,78,70,62,54
003676,78,84,88,91,93,93
003677,54,53,52,50,47,44
003678,71,71,70,67,64,60
003679,66,67,67,66,64,61
003680,54,44,35,28,22,17
003681,40,30,22,16,12,9
003682,156,129,105,84,66,51
003683,93,79,66,54,44,35
003684,39,32,26,21,16,12
003685,72,57,44,34,26,19
003686,80,72,64,56,48,41
003687,64,52,42,33,26,20
003688,87,92,96,98,99,98
003689,85,68,53,41,31,23
003690,85,72,60,49,40,32
003691,61,53,46,39,33,27
003692,65,57,49,42,35,29
003693,94,109,125,141,156,170
003694,44,45,45,44,43,41
003695,110,99,88,77,66,56
003696,102,112,121,128,134,138
003697,54,55,55,54,52,49
003698,189,189,186,180,171,160
003699,116,118,118,116,112,107
003700,122,126,128,128,126,122
003701,67,51,38,28,20,14
003702,111,116,119,121,121,119
003703,19,6,2,1,0,0
003704,144,147,147,145,141,135
003705,172,222,282,352,433,524
003706,125,124,121,116,110,102
003707,79,80,79,77,74,70
003708,74,72,69,65,60,55
003709,52,48,43,38,33,28
003710,97,107,116,123,129,133
003711,106,86,69,54,42,32
003712,189,215,240,264,286,305
003713,89,75,62,51,41,32
003714,121,106,91,77,64,53
003715,88,71,56,44,34,26
003716,55,54,52,50,47,43
003717,78,80,80,79,77,74
003718,56,45,36,28,22,17
003719,77,74,70,65,60,54
003720,98,101,102,101,99,95
003721,111,110,107,103,97,90
003722,39,33,27,22,18,14
003723,86,88,89,88,86,83
003724,45,40,35,30,26,22
003725,70,88,109,133,160,189
003726,84,68,54,42,32,24
003727,63,74,86,98,110,122
003728,47,51,55,58,60,61
003729,90,99,107,114,120,124
003730,54,56,57,57,57,56
003731,51,53,54,54,53,52
003732,49,46,43,39,35,31
003733,68,75,82,88,93,96
003734,145,140,133,124,114,103
003735,42,31,23,17,12,8
003736,81,75,68,60,53,46
003737,41,42,43,43,42,41
003738,95,78,63,50,39,30
003739,128,147,166,184,201,216
003740,94,106,117,127,136,143
003741,82,75,68,60,52,45
003742,37,43,49,55,60,65
003743,33,28,23,19,15,12
003744,43,22,11,5,2,1
003745,76,99,127,160,198,242
003746,126,135,142,147,150,151
003747,55,58,60,61,61,60
003748,102,100,96,91,85,78
003749,68,67,65,62,58,54
003750,18,17,15,13,11,9
003751,104,137,177,225,282,348
003752,86,79,71,63,55,47
003753,115,118,119,118,115,111
003754,36,33,29,25,21,18
003755,11,3,1,0,0,0
003756,68,71,73,74,73,71
003757,57,47,38,30,24,19
003758,86,79,71,63,55,47
003759,49,40,32,25,19,14
003760,35,26,19,14,10,7
003761,70,74,77,79,79,78
003762,74,70,65,60,54,48
003763,15,4,1,0,0,0
003764,54,58,61,63,64,64
003765,57,62,66,69,72,74
003766,80,79,76,72,68,63
003767,75,70,64,58,51,44
003768,84,72,61,51,42,34
003769,80,86,91,94,96,97
003770,97,96,94,90,85,79
003771,88,91,92,92,90,87
003772,97,105,112,117,121,123
003773,179,173,165,155,143,130
003774,59,58,56,53,50,46
003775,112,95,79,64,51,40
003776,149,184,223,266,312,361
003777,75,78,80,80,79,77
003778,80,74,68,61,54,47
003779,72,60,49,40,32,25
003780,42,36,30,25,20,16
003781,145,142,137,130,121,111
003782,64,64,63,61,58,55
003783,47,31,20,13,8,5
003784,115,99,84,70,57,46
003785,83,88,92,94,95,95
003786,68,66,63,59,54,49
003787,88,106,125,145,166,187
003788,52,45,38,32,26,21
003789,131,116,101,86,72,60
003790,96,92,87,81,74,67
003791,66,54,44,35,28,22
003792,72,74,75,75,74,72
003793,82,77,71,65,58,51
003794,93,108,123,137,151,164
003795,84,97,110,122,134,145
003796,78,68,58,49,41,33
003797,71,69,66,62,57,52
003798,173,145,120,97,77,61
003799,108,109,108,105,101,96
003800,96,91,85,78,71,63
003801,177,206,236,266,295,323
003802,174,143,116,92,72,56
003803,43,40,36,32,28,24
003804,29,8,2,1,0,0
003805,128,134,137,138,137,134
003806,80,74,67,60,53,46
003807,52,47,42,37,32,27
003808,69,69,68,66,63,59
003809,74,87,100,113,126,139
003810,74,78,80,81,81,80
003811,46,31,20,13,8,5
003812,56,48,41,34,28,23
003813,73,76,78,79,78,76
003814,53,46,39,33,27,22
003815,54,49,44,39,34,29
003816,102,109,114,118,120,120
003817,66,63,59,55,50,45
003818,147,159,169,177,182,185
003819,40,38,36,33,30,27
003820,80,71,62,53,45,38
003821,76,72,67,61,55,49
003822,98,91,83,74,65,56
003823,110,100,90,79,69,59
003824,49,48,47,45,42,39
003825,126,134,140,144,146,146
003826,71,70,68,65,61,57
003827,77,64,52,42,33,26
003828,57,50,43,37,31,26
003829,52,42,34,27,21,16
003830,53,42,33,25,19,14
003831,110,136,165,197,232,269
003832,122,109,96,83,71,59
003833,78,76,72,67,62,56
003834,65,63,60,56,52,47
003835,71,51,36,25,17,11
003836,116,113,108,102,95,87
003837,80,76,71,65,59,52
003838,40,33,27,21,16,12
003839,74,73,71,68,64,59
003840,56,60,64,67,69,70
003841,72,64,56,48,41,34
003842,88,89,89,87,84,80
003843,88,102,116,130,143,155
003844,39,26,17,11,7,4
003845,79,58,42,30,21,14
003846,64,54,45,37,30,24
003847,105,84,66,51,39,29
003848,67,70,72,73,73,72
003849,75,77,78,77,75,72
003850,87,86,83,79,74,68
003851,48,38,29,22,17,13
003852,96,87,77,67,58,49
003853,46,43,39,35,31,27
003854,83,71,60,50,41,33
003855,34,33,31,29,27,25
003856,101,91,80,70,60,51
003857,70,70,69,67,64,60
003858,61,56,50,44,38,33
003859,28,22,17,13,10,7
003860,40,38,35,32,29,25
003861,74,60,48,38,29,22
003862,136,133,128,121,113,104
003863,48,52,56,59,61,63
003864,54,61,68,75,81,86
003865,114,139,167,197,229,262
003866,96,110,124,137,149,160
003867,50,40,31,24,18,13
003868,175,181,184,184,182,177
003869,91,94,95,94,92,89
003870,49,42,36,30,25,20
003871,150,149,146,141,134,125
003872,87,97,106,114,121,127
003873,27,27,26,25,23,21
003874,90,96,101,104,106,106
003875,46,39,32,26,21,17
003876,49,38,29,22,16,12
003877,78,65,53,43,34,27
003878,123,114,104,94,83,72
003879,90,85,79,72,65,58
003880,72,70,67,63,58,53
003881,103,105,105,103,100,95
003882,74,78,81,83,84,83
003883,101,92,83,73,64,55
003884,121,121,119,115,110,103
003885,33,35,36,36,36,35
003886,98,100,100,99,96,92
003887,61,59,56,52,48,43
003888,49,50,50,49,47,45
003889,61,62,62,61,59,56
003890,72,72,70,67,63,59
003891,94,82,70,59,49,40
003892,160,169,176,180,181,179
003893,193,197,197,194,188,179
003894,85,85,84,82,78,74
003895,125,126,124,121,116,109
003896,48,50,51,52,52,51
003897,34,39,43,47,51,54
003898,164,176,186,193,197,198
003899,40,39,37,35,32,29
003900,51,39,29,22,16,12
003901,39,34,29,24,20,16
003902,56,50,44,38,32,27
003903,98,100,100,98,95,91
003904,41,32,25,19,14,10
003905,101,90,79,68,57,47
003906,52,46,40,34,29,24
003907,83,92,100,107,113,118
003908,73,75,76,75,73,70
003909,75,101,134,175,225,285
003910,90,91,90,88,85,81
003911,98,95,90,84,77,70
003912,37,34,31,28,25,22
003913,43,43,43,42,40,38
003914,184,239,305,383,473,575
003915,65,63,60,56,52,47
