fold,seq_id,binary_label,pred_probability
1,5,1,0.0062262677
1,26,1,0.42874917
1,120,1,0.90050274
1,172,1,0.9952303
1,183,1,0.6694794
1,253,1,3.3194683e-06
1,265,1,0.0009222478
1,338,1,0.6639381
1,386,1,0.0025360181
1,468,1,0.00017765432
1,501,1,0.005607175
1,623,1,9.260242e-07
1,635,1,0.08119748
1,653,1,0.0068046753
1,658,1,0.0859867
1,666,1,0.9017988
1,1024,1,0.010426906
1,1025,1,0.0019599416
1,1044,1,0.06625563
1,1216,1,0.04655648
1,1324,1,0.22838
1,1327,1,0.6152092
1,1331,1,0.00048163044
1,1377,1,0.55329496
1,1397,1,0.016477847
1,1405,1,0.99732226
1,1466,1,0.15253578
1,1516,1,0.009426855
1,1523,1,0.011444566
1,1569,1,7.664645e-05
1,1583,1,0.00060688757
1,1590,1,0.15029289
1,1592,1,0.0025156634
1,1713,1,0.0041382243
1,1733,1,0.006944644
1,1845,1,0.30515516
1,1959,1,0.99911267
1,2090,1,0.7972644
1,2254,1,0.852387
1,2262,1,0.0035988875
1,2268,1,0.027977712
1,2314,1,0.70681167
1,2364,1,0.00017769905
1,2416,1,0.0032910125
1,2438,1,0.00044556722
1,2463,1,0.0015330805
1,2482,1,0.000114354516
1,2516,1,0.0013742043
1,0,0,0.002678088
1,1,0,0.0003239605
1,2,0,0.00045122093
1,3,0,5.2731317e-05
1,4,0,3.338953e-05
1,6,0,3.2470928e-07
1,7,0,0.00035292882
1,8,0,1.672793e-05
1,9,0,0.014469094
1,10,0,4.802714e-06
1,11,0,0.0005056001
1,12,0,0.0089671975
1,13,0,0.00033215084
1,14,0,6.755527e-06
1,15,0,0.019742938
1,16,0,0.00023493079
1,17,0,0.00019350465
1,18,0,0.0010650225
1,19,0,0.07245355
1,20,0,0.03207009
1,21,0,0.007440861
1,22,0,1.4539237e-06
1,23,0,2.3174345e-05
1,24,0,0.0007794381
1,25,0,2.5709805e-06
1,27,0,3.6321533e-05
1,28,0,0.00015446512
1,29,0,1.371451e-05
1,30,0,0.0023395102
1,31,0,0.00013952068
1,32,0,3.245218e-05
1,33,0,7.712391e-06
1,34,0,0.00020918822
1,35,0,0.0010565334
1,36,0,0.0002614776
1,37,0,6.768836e-05
1,38,0,3.5934147e-05
1,39,0,0.00017873681
1,40,0,0.007233175
1,41,0,0.0014978852
1,42,0,0.021116395
1,43,0,6.886012e-05
1,44,0,9.143399e-05
1,45,0,0.0003329358
1,46,0,0.00097145716
1,47,0,7.674164e-07
1,48,0,0.004427121
1,49,0,0.0010707164
1,50,0,3.774431e-05
1,51,0,0.00010385292
1,52,0,0.00010340084
1,53,0,3.3430665e-06
1,54,0,0.0086195525
1,55,0,0.00010860468
1,56,0,0.0087788645
1,57,0,0.0011817102
1,58,0,0.0058606523
1,59,0,8.074655e-06
1,60,0,4.293616e-07
1,61,0,2.0126105e-05
1,62,0,5.4839315e-06
1,63,0,0.0011545615
1,64,0,0.000108653774
1,65,0,0.027230773
1,66,0,1.2180735e-07
1,67,0,0.008364791
1,68,0,7.264254e-05
1,69,0,0.0020857758
1,70,0,0.0059117046
1,71,0,5.5218215e-06
1,72,0,0.0019021101
1,73,0,0.0065588504
1,74,0,0.0005760575
1,75,0,3.553937e-05
1,76,0,0.0020533332
1,77,0,0.0006652463
1,78,0,0.00082522054
1,79,0,0.0056634517
1,80,0,0.26313424
1,81,0,6.926739e-05
1,82,0,0.0028151441
1,83,0,0.04403776
1,84,0,0.001606931
1,85,0,0.01655924
1,86,0,0.0015254617
1,87,0,0.0012361029
1,88,0,0.00063427415
1,89,0,0.20036381
1,90,0,0.050639577
1,91,0,1.0722768e-05
1,92,0,0.037685324
1,93,0,0.0053002834
1,94,0,3.1851327e-05
