fold,seq_id,binary_label,pred_probability
1,24,1,0.006615565
1,56,1,0.77671146
1,70,1,0.18205969
1,123,1,0.08054913
1,198,1,0.4255448
1,293,1,0.75970423
1,298,1,0.14065343
1,376,1,0.21960495
1,431,1,0.60065603
1,432,1,0.2503414
1,558,1,0.088986225
1,589,1,0.15190731
1,592,1,0.22867003
1,691,1,0.12329775
1,703,1,0.116132535
1,727,1,0.4087607
1,743,1,0.05010289
1,752,1,0.13394074
1,764,1,0.0039980463
1,765,1,0.01323684
1,809,1,0.4762516
1,834,1,0.76143587
1,835,1,0.0573734
1,870,1,0.29200277
1,872,1,0.090496816
1,907,1,0.36328587
1,1015,1,0.20332772
1,1123,1,0.037449386
1,1125,1,0.031474106
1,1158,1,0.12580392
1,1176,1,0.8614214
1,1267,1,0.1783014
1,1299,1,0.31078
1,1350,1,0.5401225
1,1380,1,0.020926056
1,1387,1,0.48337078
1,1408,1,0.0066932854
1,1437,1,0.038602646
1,1451,1,0.0078057046
1,1456,1,0.16352838
1,1492,1,0.48133278
1,1715,1,0.022200344
1,1750,1,0.006481517
1,1753,1,0.16906665
1,1874,1,0.29736835
1,1951,1,0.002179325
1,1972,1,0.28545105
1,1990,1,0.08144752
1,0,0,0.011794659
1,1,0,0.009264371
1,2,0,0.011309589
1,3,0,0.00061769556
1,4,0,0.0061019966
1,5,0,0.0025205896
1,6,0,0.05316005
1,7,0,0.0061621843
1,8,0,0.037575014
1,9,0,0.010224673
1,10,0,0.025567163
1,11,0,0.046919387
1,12,0,0.02208804
1,13,0,0.11806025
1,14,0,0.0037285467
1,15,0,0.02917738
1,16,0,0.0117813395
1,17,0,0.04128967
1,18,0,0.015662473
1,19,0,0.022321414
1,20,0,0.095644884
1,21,0,0.0038402318
1,22,0,0.096650325
1,23,0,0.0045188377
1,25,0,0.0026002578
1,26,0,0.0127497725
1,27,0,0.014145037
1,28,0,0.006298127
1,29,0,0.009633579
1,30,0,0.13583459
1,31,0,0.02723985
1,32,0,0.0063471566
1,33,0,0.122775264
1,34,0,0.03847848
1,35,0,0.0013588384
1,36,0,0.6461049
1,37,0,0.006548388
1,38,0,0.040911008
1,39,0,0.04564819
1,40,0,0.00514385
1,41,0,0.060445804
1,42,0,0.0028882597
1,43,0,0.014177751
1,44,0,0.17199063
1,45,0,0.0021062836
1,46,0,0.005283206
1,47,0,0.015999416
1,48,0,0.008451782
1,49,0,0.008006118
1,50,0,0.03140764
1,51,0,0.006375132
1,52,0,0.02505329
1,53,0,0.13266781
1,54,0,0.005590402
1,55,0,0.054289717
1,57,0,0.013431066
1,58,0,0.0038054488
1,59,0,0.001708317
1,60,0,0.048052378
1,61,0,0.026611393
1,62,0,0.118093416
1,63,0,0.01175409
