fold,seq_id,binary_label,pred_probability
1,293,1,0.5038737811112105
1,376,1,0.5038737811112105
1,691,1,0.5038737811112105
1,835,1,0.5035027753432326
1,1125,1,0.5038737811112105
1,1387,1,0.5038737811112105
1,1408,1,0.5038737811112105
1,1437,1,0.5038737811112105
1,1492,1,0.5038737811112105
1,1753,1,0.5044133328613951
1,1951,1,0.5035036359919933
1,1972,1,0.5038737811112105
1,1990,1,0.5038737811112105
1,2020,1,0.5038737811112105
1,2199,1,0.5038737811112105
1,2225,1,0.5038737811112105
1,2469,1,0.5038737811112105
1,2565,1,0.5038737811112105
1,3270,1,0.5038737811112105
1,3420,1,0.5038737811112105
1,4341,1,0.5038737811112105
1,4456,1,0.5038737811112105
1,4501,1,0.5038737811112105
1,5495,1,0.5038737811112105
1,5948,1,0.5038737811112105
1,6159,1,0.5038737811112105
1,6357,1,0.5038737811112105
1,6666,1,0.5038737811112105
1,6686,1,0.5031600441684243
1,6946,1,0.5038737811112105
1,7813,1,0.5038737811112105
1,7852,1,0.5038737811112105
1,8253,1,0.5038737811112105
1,8335,1,0.5116068997362255
1,8705,1,0.5038737811112105
1,8824,1,0.5038737811112105
1,9163,1,0.5038737811112105
1,9296,1,0.5038737811112105
1,9300,1,0.5038737811112105
1,9316,1,0.5035023246766808
1,9637,1,0.5038737811112105
1,9954,1,0.5038737811112105
1,9978,1,0.5038737811112105
1,9992,1,0.5038737811112105
1,10222,1,0.5038737811112105
1,11014,1,0.5038737811112105
1,11139,1,0.5038737811112105
1,11987,1,0.5038737811112105
1,12,0,0.5038737811112105
1,13,0,0.5038737811112105
1,28,0,0.5017451542483484
1,30,0,0.5038737811112105
1,31,0,0.5038737811112105
1,33,0,0.5038737811112105
1,37,0,0.5038737811112105
1,44,0,0.5038737811112105
1,47,0,0.5038737811112105
1,58,0,0.5038737811112105
1,63,0,0.5038737811112105
1,82,0,0.5038737811112105
1,88,0,0.5038737811112105
1,95,0,0.5038737811112105
1,102,0,0.5038737811112105
1,105,0,0.5038737811112105
1,111,0,0.5038737811112105
1,113,0,0.5038737811112105
1,119,0,0.5038737811112105
1,122,0,0.5038737811112105
1,124,0,0.5038737811112105
1,125,0,0.5025913478392363
1,126,0,0.5038737811112105
1,128,0,0.5038737811112105
1,130,0,0.5038737811112105
1,132,0,0.5038737811112105
1,138,0,0.5038737811112105
1,150,0,0.5038737811112105
1,154,0,0.5038737811112105
1,158,0,0.5038737811112105
1,166,0,0.5038737811112105
1,168,0,0.5038737811112105
1,173,0,0.5038737811112105
1,175,0,0.5038737811112105
1,176,0,0.5038737811112105
1,182,0,0.5038737811112105
1,188,0,0.5038737811112105
1,191,0,0.5038737811112105
1,197,0,0.5038737811112105
1,204,0,0.5038737811112105
1,219,0,0.5038737811112105
