seq_id,true_efficiency,binary_label,pred_efficiency,pred_probability,fold
293.0,0.963968,1,0.99780136,0.5853391904137435,1
376.0,0.9648797,1,0.9965318,0.632762839452023,1
691.0,0.96963954,1,0.9977187,0.5884272937572221,1
835.0,0.9747179,1,1.0054798,0.2985196251527909,1
1125.0,0.9759482,1,0.9972359,0.6064616391661453,1
1387.0,0.9504617,1,0.9987947,0.5482351945816811,1
1408.0,0.95674187,1,0.9990066,0.5403178943009241,1
1437.0,0.96004707,1,1.0023836,0.4141754407838929,1
1492.0,0.86909777,1,0.99584025,0.6585942561723104,1
1753.0,0.95917565,1,1.0001055,0.4992708335652565,1
1951.0,0.9662205,1,1.0000403,0.5017065834266592,1
1972.0,0.96477526,1,0.9953607,0.6765083726118408,1
1990.0,0.9790799,1,1.000886,0.4701175349498935,1
2020.0,0.97316897,1,0.9902498,0.8674186172332643,1
2199.0,0.95764774,1,1.0002282,0.4946887739539523,1
2225.0,0.9587548,1,0.9989907,0.5409123597606998,1
2469.0,0.910532,1,1.0026295,0.4049890569373229,1
2565.0,0.9549643,1,1.0004144,0.4877333054283379,1
3270.0,0.977602,1,0.99911624,0.5362234299543798,1
3420.0,0.9745005,1,0.99682075,0.621968949755423,1
4341.0,0.9772427,1,0.99909383,0.5370605798153372,1
4456.0,0.9631903,1,1.0012321,0.4571862413529767,1
4501.0,0.93248504,1,0.99714965,0.6096833302533937,1
5495.0,0.9749305,1,1.0031688,0.3848440251768368,1
5948.0,0.9767311,1,0.9955834,0.6681880826373783,1
6159.0,0.9143982,1,0.99414647,0.7218636380840846,1
6357.0,0.9718377,1,0.9984127,0.562502365616296,1
6666.0,0.9621851,1,1.004727,0.3266398452163342,1
6686.0,0.9381395,1,0.9987357,0.5504371658914866,1
6946.0,0.95483077,1,1.0054245,0.3005857822564306,1
7813.0,0.89361775,1,0.9977171,0.5884874082419185,1
7852.0,0.97094744,1,0.99681425,0.6222116341566049,1
8253.0,0.9781752,1,0.998115,0.5736235452851319,1
8335.0,0.9767329,1,0.9920639,0.7996562342060324,1
8705.0,0.97247785,1,1.0022869,0.4177867627904699,1
8824.0,0.9550271,1,0.99961615,0.5175500898377576,1
9163.0,0.978542,1,0.99737,0.6014520987747778,1
9296.0,0.93801,1,0.99815714,0.5720494363710444,1
9300.0,0.96744764,1,1.0003781,0.4890869945652053,1
9316.0,0.88190097,1,0.9961119,0.6484460405705978,1
9637.0,0.96455216,1,0.9976964,0.5892599906933872,1
9954.0,0.9784533,1,0.9990604,0.5383096252195849,1
9978.0,0.97843593,1,0.9988917,0.5446105138007271,1
9992.0,0.91868657,1,0.99776345,0.5867552204977033,1
10222.0,0.95057166,1,1.0006493,0.478956590662662,1
11014.0,0.92918193,1,0.99973494,0.5131127502822042,1
11139.0,0.9655628,1,0.9971602,0.6092892464092727,1
11987.0,0.9403703,1,0.99821836,0.5697628594901847,1
12.0,0.997322,0,1.0098536,0.1351418145223236,1
13.0,1.007283,0,1.0026671,0.4035863856277399,1
28.0,1.0001585,0,1.0044061,0.3386271187572778,1
30.0,1.0004171,0,0.9992936,0.5295974778633976,1
31.0,1.0042282,0,0.99933064,0.5282148447153802,1
33.0,1.0025082,0,0.9916567,0.8148651988342243,1
37.0,0.9953323,0,1.0056111,0.2936169549564392,1
44.0,0.9994775,0,0.99925786,0.5309333553010956,1
47.0,0.9970823,0,1.0039318,0.3563453065059457,1
58.0,1.0066459,0,1.0037761,0.3621608262847244,1
63.0,1.0011867,0,1.004996,0.3165940468848451,1
82.0,0.99580604,0,1.0036954,0.3651754563691296,1
88.0,1.0062581,0,1.003478,0.3732931382655412,1
95.0,0.9988716,0,1.0064249,0.2632168373992247,1
102.0,1.0011512,0,1.000439,0.4868115499963263,1
105.0,0.99844706,0,1.0030432,0.3895374079079491,1
111.0,1.003794,0,1.0082452,0.1952206758203957,1
113.0,0.9965275,0,0.99314845,0.7591435244454439,1
119.0,1.0001208,0,0.99657434,0.6311731453011624,1
122.0,1.0032104,0,1.0018398,0.4344896836864873,1
124.0,1.0024829,0,1.0041844,0.3469095588710055,1
125.0,1.0013933,0,0.9975919,0.5931629792738615,1
126.0,0.999965,0,1.0036191,0.3680253282362188,1
128.0,1.0078332,0,1.0038847,0.3581042117989148,1
130.0,0.9950357,0,1.0039805,0.3545240602658841,1
132.0,1.0086755,0,1.0035305,0.3713338513569175,1
138.0,0.9963762,0,1.0020808,0.4254858697564028,1
150.0,1.0050906,0,1.0009294,0.4684966703254866,1
154.0,1.0015435,0,0.99924874,0.5312740040477086,1
158.0,1.0016586,0,1.0008837,0.4702021405209476,1
166.0,0.9810586,0,1.0016193,0.4427231416274995,1
168.0,1.0010816,0,0.9966596,0.6279893040746488,1
173.0,1.0034077,0,1.0022423,0.4194521566628,1
175.0,1.0003172,0,1.00428,0.3433383131875595,1
176.0,0.9941412,0,1.002853,0.3966398229517103,1
182.0,1.0054811,0,1.0026089,0.4057594129263954,1
188.0,1.0021546,0,1.0058291,0.2854725555112737,1
191.0,0.9987025,0,1.0024161,0.4129597923155876,1
197.0,1.003302,0,1.0001801,0.4964833026452599,1
204.0,0.9994812,0,0.9999874,0.5036814555720561,1
219.0,1.0052122,0,0.99788195,0.5823290132541307,1
221.0,1.0058569,0,1.0033712,0.377282958879466,1
231.0,1.0012996,0,1.0019617,0.4299343416239372,1
242.0,0.9984413,0,1.0009582,0.4674190625257435,1
249.0,0.9991132,0,1.0028355,0.3972944028961822,1
252.0,0.99498534,0,1.0029994,0.391171631306733,1
256.0,1.0019977,0,1.0032231,0.3828179443963281,1
258.0,0.9981386,0,1.0004232,0.4874037889937058,1
267.0,0.9905283,0,1.0037621,0.3626818184854267,1
271.0,1.003589,0,0.9979791,0.5786998795483844,1
275.0,1.0032564,0,1.0010041,0.4657046864806977,1
279.0,1.0042193,0,0.99801344,0.5774174372081943,1
280.0,1.0087185,0,0.9997122,0.5139610324551424,1
282.0,1.0052481,0,1.004675,0.3285813204257887,1
283.0,0.9951412,0,1.0043279,0.3415482374210441,1
285.0,1.0038764,0,1.0012352,0.4570704653083761,1
288.0,1.0000215,0,0.9959709,0.6537138505999203,1
296.0,1.0021222,0,1.0028595,0.3963993650129246,1
299.0,1.0003357,0,0.9984419,0.5614136255045721,1
319.0,1.0047524,0,1.0054969,0.2978828569074883,1
321.0,0.99567896,0,1.0047317,0.3264661811494335,1
322.0,1.0005126,0,0.99752873,0.5955230294137948,1
325.0,0.99915606,0,1.006046,0.277368232389239,1
343.0,1.0033237,0,0.9999369,0.5055694956840027,1
345.0,1.0041595,0,1.0031353,0.3860952970434805,1
346.0,1.0013075,0,0.9980343,0.5766381753695371,1
