#name	%unambiguousReads	unambiguousMB	%ambiguousReads	ambiguousMB	unambiguousReads	ambiguousReads	assignedReads	assignedBases
GCfix_000952	0.88814	0.337550	0.00000	0.000000	4220	0	4242	339324
GCall_010027	0.25886	0.133341	0.00000	0.000000	1230	0	1240	134620
GCall_004788	0.25381	0.130608	0.00000	0.000000	1206	0	1214	131698
GCall_001634	0.25150	0.129166	0.00000	0.000000	1195	0	1198	129584
GCfix_000188	0.25129	0.129079	0.00000	0.000000	1194	0	1200	129916
GCall_008070	0.23908	0.122912	0.00000	0.000000	1136	0	1144	123974
GCfix_000358	0.23761	0.122191	0.00000	0.000000	1129	0	1136	123206
GCfix_010893	0.23571	0.121327	0.00000	0.000000	1120	0	1126	122122
GCall_008247	0.23550	0.121122	0.00000	0.000000	1119	0	1126	122042
GCfix_008874	0.23277	0.119391	0.00000	0.000000	1106	0	1108	119660
GCfix_007750	0.22940	0.118107	0.00000	0.000000	1090	0	1094	118636
GCfix_011827	0.22919	0.117340	0.00000	0.000000	1089	0	1096	118246
GCall_005749	0.22709	0.116610	0.00000	0.000000	1079	0	1086	117560
GCall_006378	0.22351	0.114822	0.00000	0.000000	1062	0	1066	115360
GCfix_002804	0.21993	0.113088	0.00000	0.000000	1045	0	1048	113464
GCfix_010422	0.21867	0.112029	0.00000	0.000000	1039	0	1048	113104
GCall_001851	0.21825	0.111705	0.00000	0.000000	1037	0	1044	112612
GCfix_002883	0.21761	0.111628	0.00000	0.000000	1034	0	1040	112472
GCfix_000590	0.21761	0.111843	0.00000	0.000000	1034	0	1038	112346
GCall_009919	0.21761	0.111916	0.00000	0.000000	1034	0	1036	112182
GCall_004481	0.21719	0.111523	0.00000	0.000000	1032	0	1040	112624
GCall_004122	0.21404	0.110022	0.00000	0.000000	1017	0	1022	110704
GCfix_002813	0.21319	0.109196	0.00000	0.000000	1013	0	1016	109612
GCfix_005405	0.21172	0.108701	0.00000	0.000000	1006	0	1010	109236
GCfix_008578	0.21130	0.108209	0.00000	0.000000	1004	0	1008	108744
GCfix_002038	0.20751	0.106173	0.00000	0.000000	986	0	990	106698
GCfix_003152	0.20688	0.106411	0.00000	0.000000	983	0	988	107130
GCall_006217	0.20541	0.105516	0.00000	0.000000	976	0	984	106534
GCfix_010983	0.20415	0.105005	0.00000	0.000000	970	0	978	106140
GCall_008868	0.20351	0.104304	0.00000	0.000000	967	0	972	105020
GCfix_005555	0.20246	0.103606	0.00000	0.000000	962	0	962	103606
GCfix_005060	0.20246	0.104154	0.00000	0.000000	962	0	970	105288
GCfix_011094	0.20141	0.103512	0.00000	0.000000	957	0	962	104142
GCall_003884	0.20141	0.103183	0.00000	0.000000	957	0	960	103600
GCfix_002088	0.20078	0.103036	0.00000	0.000000	954	0	960	103830
GCall_000439	0.20015	0.102626	0.00000	0.000000	951	0	956	103284
GCall_000208	0.20015	0.102229	0.00000	0.000000	951	0	956	102876
GCfix_005569	0.19888	0.102032	0.00000	0.000000	945	0	950	102716
GCall_010123	0.19846	0.102280	0.00000	0.000000	943	0	946	102730
GCfix_009103	0.19762	0.101512	0.00000	0.000000	939	0	946	102468
GCall_005056	0.19762	0.101616	0.00000	0.000000	939	0	942	101988
GCall_011608	0.19657	0.100870	0.00000	0.000000	934	0	936	101128
GCall_006262	0.19636	0.100379	0.00000	0.000000	933	0	938	101096
GCfix_011331	0.19615	0.100575	0.00000	0.000000	932	0	936	101100
GCall_006870	0.19594	0.100690	0.00000	0.000000	931	0	936	101304
GCfix_001586	0.19573	0.100457	0.00000	0.000000	930	0	934	100990
GCfix_006745	0.19531	0.101384	0.00000	0.000000	928	0	935	102434
GCall_010142	0.19404	0.099570	0.00000	0.000000	922	0	924	99798
GCall_006502	0.19404	0.099136	0.00000	0.000000	922	0	924	99436
GCfix_006285	0.19383	0.099650	0.00000	0.000000	921	0	928	100586
GCall_008236	0.19341	0.099653	0.00000	0.000000	919	0	922	100030
GCall_002983	0.19320	0.099490	0.00000	0.000000	918	0	920	99790
GCfix_004391	0.19278	0.099080	0.00000	0.000000	916	0	920	99614
GCfix_001628	0.19257	0.099134	0.00000	0.000000	915	0	920	99774
GCfix_000022	0.19215	0.098255	0.00000	0.000000	913	0	916	98642
GCall_007723	0.19215	0.100715	0.00000	0.000000	913	0	932	103408
GCall_011687	0.19194	0.098558	0.00000	0.000000	912	0	916	99126
GCfix_000077	0.19131	0.098715	0.00000	0.000000	909	0	912	99132
GCfix_010475	0.19110	0.097967	0.00000	0.000000	908	0	910	98198
GCall_000369	0.19110	0.098121	0.00000	0.000000	908	0	912	98688
GCfix_005310	0.19068	0.098214	0.00000	0.000000	906	0	908	98514
GCfix_007747	0.18962	0.097394	0.00000	0.000000	901	0	906	98078
GCall_008380	0.18941	0.097088	0.00000	0.000000	900	0	904	97648
GCfix_008919	0.18920	0.096816	0.00000	0.000000	899	0	902	97184
GCfix_006160	0.18920	0.097103	0.00000	0.000000	899	0	902	97446
GCfix_004183	0.18899	0.097926	0.00000	0.000000	898	0	902	98494
GCfix_007349	0.18878	0.097082	0.00000	0.000000	897	0	902	97790
GCall_010748	0.18836	0.096486	0.00000	0.000000	895	0	896	96636
GCfix_009343	0.18815	0.096773	0.00000	0.000000	894	0	898	97270
GCfix_007507	0.18815	0.096640	0.00000	0.000000	894	0	900	97506
GCfix_005299	0.18815	0.096941	0.00000	0.000000	894	0	900	97764
GCall_002628	0.18815	0.096339	0.00000	0.000000	894	0	898	96904
GCfix_001509	0.18773	0.096275	0.00000	0.000000	892	0	896	96810
GCall_004019	0.18731	0.096150	0.00000	0.000000	890	0	894	96684
GCfix_011715	0.18710	0.096069	0.00000	0.000000	889	0	896	96944
GCall_006242	0.18626	0.095598	0.00000	0.000000	885	0	888	96014
GCall_005062	0.18626	0.095310	0.00000	0.000000	885	0	888	95728
GCfix_006220	0.18584	0.095259	0.00000	0.000000	883	0	890	96274
GCall_005748	0.18562	0.095310	0.00000	0.000000	882	0	886	95872
GCfix_004076	0.18541	0.095234	0.00000	0.000000	881	0	888	96136
GCall_009628	0.18520	0.095238	0.00000	0.000000	880	0	884	95760
GCfix_005473	0.18499	0.094886	0.00000	0.000000	879	0	884	95548
GCfix_000668	0.18499	0.094779	0.00000	0.000000	879	0	880	94896
GCfix_006258	0.18457	0.094457	0.00000	0.000000	877	0	882	95094
GCfix_002655	0.18436	0.094451	0.00000	0.000000	876	0	882	95276
GCall_009124	0.18436	0.094536	0.00000	0.000000	876	0	878	94836
GCall_010977	0.18415	0.094392	0.00000	0.000000	875	0	880	95142
GCfix_003151	0.18394	0.094623	0.00000	0.000000	874	0	876	94890
GCall_004436	0.18352	0.094356	0.00000	0.000000	872	0	878	95180
GCall_004064	0.18331	0.093679	0.00000	0.000000	871	0	872	93796
GCall_003050	0.18331	0.093223	0.00000	0.000000	871	0	872	93340
GCall_007731	0.18289	0.094416	0.00000	0.000000	869	0	878	95706
GCall_004442	0.18289	0.094137	0.00000	0.000000	869	0	872	94554
GCall_007880	0.18226	0.094889	0.00000	0.000000	866	0	880	96934
GCall_011861	0.18142	0.093066	0.00000	0.000000	862	0	866	93624
GCfix_011728	0.18099	0.093461	0.00000	0.000000	860	0	864	93996
GCall_005460	0.17994	0.092398	0.00000	0.000000	855	0	858	92766
GCall_010833	0.17973	0.091821	0.00000	0.000000	854	0	856	92086
GCfix_011936	0.17868	0.091951	0.00000	0.000000	849	0	852	92370
GCfix_010341	0.17847	0.091694	0.00000	0.000000	848	0	850	91994
GCfix_011443	0.17805	0.091437	0.00000	0.000000	846	0	850	91970
GCfix_009248	0.17784	0.091210	0.00000	0.000000	845	0	846	91360
GCall_002161	0.17763	0.091199	0.00000	0.000000	844	0	848	91702
GCall_010902	0.17742	0.091325	0.00000	0.000000	843	0	848	92044
GCfix_009734	0.17658	0.090485	0.00000	0.000000	839	0	846	91470
GCfix_004146	0.17636	0.090382	0.00000	0.000000	838	0	840	90652
GCall_004601	0.17594	0.090561	0.00000	0.000000	836	0	842	91244
GCfix_011878	0.17573	0.090605	0.00000	0.000000	835	0	842	91594
GCfix_004773	0.17552	0.089894	0.00000	0.000000	834	0	840	90658
GCfix_005857	0.17531	0.089812	0.00000	0.000000	833	0	838	90458
GCall_010169	0.17489	0.089890	0.00000	0.000000	831	0	836	90568
GCall_008912	0.17489	0.089816	0.00000	0.000000	831	0	834	90234
GCall_007925	0.17489	0.089646	0.00000	0.000000	831	0	834	90034
GCall_008503	0.17468	0.089622	0.00000	0.000000	830	0	832	89922
GCall_005872	0.17426	0.089243	0.00000	0.000000	828	0	830	89470
GCall_010506	0.17405	0.089231	0.00000	0.000000	827	0	832	89908
GCall_005933	0.17405	0.089046	0.00000	0.000000	827	0	832	89754
GCall_003919	0.17405	0.089518	0.00000	0.000000	827	0	828	89668
GCall_004897	0.17384	0.089138	0.00000	0.000000	826	0	828	89364
GCfix_002652	0.17363	0.089108	0.00000	0.000000	825	0	828	89558
GCfix_001910	0.17279	0.088522	0.00000	0.000000	821	0	824	88938
GCfix_007047	0.17258	0.088280	0.00000	0.000000	820	0	822	88514
GCall_003002	0.17258	0.088650	0.00000	0.000000	820	0	822	88950
GCall_002180	0.17258	0.088595	0.00000	0.000000	820	0	824	89162
GCall_003345	0.17237	0.088124	0.00000	0.000000	819	0	820	88234
GCfix_006392	0.17216	0.088326	0.00000	0.000000	818	0	820	88594
GCfix_000287	0.17173	0.088309	0.00000	0.000000	816	0	820	88800
GCall_010770	0.17173	0.087847	0.00000	0.000000	816	0	820	88382
GCall_001167	0.17152	0.088068	0.00000	0.000000	815	0	818	88518
GCfix_005179	0.17131	0.087436	0.00000	0.000000	814	0	814	87436
GCfix_004562	0.17110	0.087755	0.00000	0.000000	813	0	820	88616
GCall_007207	0.17110	0.088140	0.00000	0.000000	813	0	820	89024
GCall_001472	0.17089	0.087666	0.00000	0.000000	812	0	816	88224
GCfix_011884	0.17047	0.087248	0.00000	0.000000	810	0	812	87506
GCfix_007304	0.17047	0.087139	0.00000	0.000000	810	0	814	87666
GCall_011713	0.17026	0.087518	0.00000	0.000000	809	0	822	89242
GCall_002482	0.17026	0.087198	0.00000	0.000000	809	0	816	87996
GCfix_010596	0.17005	0.087576	0.00000	0.000000	808	0	808	87576
GCall_006461	0.17005	0.087436	0.00000	0.000000	808	0	810	87736
GCfix_008217	0.16984	0.087382	0.00000	0.000000	807	0	812	88074
GCall_005204	0.16984	0.087471	0.00000	0.000000	807	0	814	88422
GCall_000331	0.16921	0.087084	0.00000	0.000000	804	0	808	87652
GCall_010815	0.16879	0.086492	0.00000	0.000000	802	0	802	86492
GCfix_005933	0.16858	0.086472	0.00000	0.000000	801	0	806	87076
GCfix_008218	0.16837	0.086411	0.00000	0.000000	800	0	806	87170
GCall_006853	0.16837	0.086533	0.00000	0.000000	800	0	804	87070
GCfix_006184	0.16816	0.086181	0.00000	0.000000	799	0	802	86536
GCall_007232	0.16795	0.086074	0.00000	0.000000	798	0	798	86074
GCfix_009899	0.16753	0.086030	0.00000	0.000000	796	0	800	86548
GCfix_005678	0.16753	0.085737	0.00000	0.000000	796	0	802	86504
GCfix_004976	0.16753	0.086436	0.00000	0.000000	796	0	798	86706
GCfix_009472	0.16731	0.085713	0.00000	0.000000	795	0	800	86430
GCfix_008538	0.16710	0.085670	0.00000	0.000000	794	0	794	85670
GCfix_008067	0.16668	0.086002	0.00000	0.000000	792	0	800	87118
GCfix_008370	0.16605	0.085445	0.00000	0.000000	789	0	794	86064
GCfix_009936	0.16584	0.085414	0.00000	0.000000	788	0	792	85990
GCfix_006706	0.16584	0.084427	0.00000	0.000000	788	0	794	85220
GCall_006957	0.16584	0.085297	0.00000	0.000000	788	0	796	86314
GCfix_006179	0.16563	0.085162	0.00000	0.000000	787	0	790	85570
GCfix_004470	0.16563	0.084663	0.00000	0.000000	787	0	790	85000
GCfix_000661	0.16563	0.085443	0.00000	0.000000	787	0	790	85826
GCall_010192	0.16563	0.085302	0.00000	0.000000	787	0	788	85412
GCfix_000352	0.16542	0.084687	0.00000	0.000000	786	0	790	85226
GCfix_000458	0.16521	0.084964	0.00000	0.000000	785	0	786	85114
GCall_003996	0.16500	0.084223	0.00000	0.000000	784	0	792	85348
GCall_008190	0.16479	0.084623	0.00000	0.000000	783	0	784	84736
GCall_003083	0.16479	0.084295	0.00000	0.000000	783	0	786	84670
GCall_010314	0.16437	0.084312	0.00000	0.000000	781	0	784	84644
GCall_000576	0.16437	0.084155	0.00000	0.000000	781	0	784	84572
GCall_010349	0.16416	0.084323	0.00000	0.000000	780	0	782	84548
GCall_004377	0.16416	0.084407	0.00000	0.000000	780	0	782	84634
GCfix_007049	0.16395	0.084246	0.00000	0.000000	779	0	782	84634
GCall_009745	0.16374	0.084404	0.00000	0.000000	778	0	782	84940
GCall_006830	0.16374	0.083760	0.00000	0.000000	778	0	782	84326
GCall_006134	0.16374	0.084167	0.00000	0.000000	778	0	784	84928
GCall_003620	0.16374	0.084406	0.00000	0.000000	778	0	782	84980
GCfix_007138	0.16353	0.084041	0.00000	0.000000	777	0	784	84954
GCfix_002677	0.16332	0.083801	0.00000	0.000000	776	0	780	84362
GCfix_003584	0.16290	0.084066	0.00000	0.000000	774	0	782	85136
GCfix_004611	0.16247	0.083649	0.00000	0.000000	772	0	778	84432
GCfix_001423	0.16247	0.083748	0.00000	0.000000	772	0	778	84614
GCfix_000614	0.16247	0.083057	0.00000	0.000000	772	0	778	83820
GCfix_006512	0.16205	0.082908	0.00000	0.000000	770	0	776	83750
GCall_003574	0.16205	0.083196	0.00000	0.000000	770	0	776	83964
GCall_001919	0.16205	0.083545	0.00000	0.000000	770	0	776	84362
GCfix_002058	0.16184	0.083680	0.00000	0.000000	769	0	778	84822
GCfix_008132	0.16163	0.083032	0.00000	0.000000	768	0	772	83486
GCall_009239	0.16100	0.082491	0.00000	0.000000	765	0	766	82600
GCall_004953	0.16100	0.082552	0.00000	0.000000	765	0	768	82936
GCfix_004719	0.16058	0.082652	0.00000	0.000000	763	0	764	82802
GCfix_008609	0.16037	0.082349	0.00000	0.000000	762	0	768	83118
GCfix_007505	0.16037	0.082063	0.00000	0.000000	762	0	768	82820
GCall_006488	0.16016	0.082402	0.00000	0.000000	761	0	764	82852
GCfix_009938	0.15974	0.081814	0.00000	0.000000	759	0	760	81964
GCfix_011918	0.15953	0.081594	0.00000	0.000000	758	0	760	81854
GCfix_006134	0.15953	0.082359	0.00000	0.000000	758	0	764	83186
GCfix_003461	0.15953	0.081561	0.00000	0.000000	758	0	760	81826
GCfix_007936	0.15932	0.082028	0.00000	0.000000	757	0	764	82936
GCfix_001892	0.15932	0.082216	0.00000	0.000000	757	0	760	82592
GCfix_011877	0.15911	0.081630	0.00000	0.000000	756	0	758	81930
GCfix_007957	0.15911	0.081460	0.00000	0.000000	756	0	758	81760
GCfix_007548	0.15911	0.081808	0.00000	0.000000	756	0	758	82068
GCall_009760	0.15911	0.081904	0.00000	0.000000	756	0	762	82730
GCall_004960	0.15911	0.081660	0.00000	0.000000	756	0	756	81660
GCfix_009875	0.15869	0.081531	0.00000	0.000000	754	0	762	82654
GCfix_010714	0.15848	0.081024	0.00000	0.000000	753	0	756	81440
GCfix_004297	0.15848	0.081102	0.00000	0.000000	753	0	754	81216
GCall_002517	0.15848	0.081421	0.00000	0.000000	753	0	758	82100
GCall_000069	0.15848	0.080999	0.00000	0.000000	753	0	756	81382
GCall_002328	0.15827	0.081252	0.00000	0.000000	752	0	754	81552
GCfix_011395	0.15784	0.080836	0.00000	0.000000	750	0	752	81136
GCfix_005235	0.15784	0.080862	0.00000	0.000000	750	0	754	81462
GCall_005469	0.15784	0.081091	0.00000	0.000000	750	0	756	81894
GCall_008644	0.15763	0.080934	0.00000	0.000000	749	0	750	81084
GCall_009241	0.15742	0.083006	0.00000	0.000000	748	0	756	84176
GCall_005107	0.15742	0.080511	0.00000	0.000000	748	0	752	81078
GCall_010368	0.15721	0.080673	0.00000	0.000000	747	0	752	81286
GCfix_007042	0.15679	0.080478	0.00000	0.000000	745	0	751	81256
GCfix_005505	0.15679	0.081235	0.00000	0.000000	745	0	752	82226
GCfix_000833	0.15679	0.080712	0.00000	0.000000	745	0	748	81162
GCall_008310	0.15679	0.080739	0.00000	0.000000	745	0	750	81456
GCall_001778	0.15637	0.081985	0.00000	0.000000	743	0	748	82702
GCfix_010598	0.15616	0.079925	0.00000	0.000000	742	0	748	80682
GCall_005210	0.15616	0.080375	0.00000	0.000000	742	0	748	81206
GCfix_005155	0.15595	0.080168	0.00000	0.000000	741	0	744	80584
GCfix_009851	0.15574	0.079683	0.00000	0.000000	740	0	742	79824
GCall_000282	0.15574	0.079693	0.00000	0.000000	740	0	742	79962
GCfix_005163	0.15553	0.080058	0.00000	0.000000	739	0	747	81226
GCall_011282	0.15553	0.079972	0.00000	0.000000	739	0	742	80314
GCall_001203	0.15553	0.080038	0.00000	0.000000	739	0	744	80684
GCfix_006046	0.15532	0.079630	0.00000	0.000000	738	0	742	80116
GCall_001371	0.15532	0.079772	0.00000	0.000000	738	0	740	80072
GCall_001193	0.15532	0.079986	0.00000	0.000000	738	0	740	80244
GCall_006039	0.15511	0.079626	0.00000	0.000000	737	0	738	79776
GCall_005273	0.15490	0.079407	0.00000	0.000000	736	0	738	79672
GCall_002924	0.15490	0.079690	0.00000	0.000000	736	0	744	80856
GCall_001080	0.15490	0.079344	0.00000	0.000000	736	0	740	79878
GCall_010329	0.15469	0.079340	0.00000	0.000000	735	0	738	79758
GCfix_002681	0.15448	0.079387	0.00000	0.000000	734	0	738	79854
GCall_004773	0.15427	0.079300	0.00000	0.000000	733	0	738	80050
GCfix_008531	0.15406	0.079136	0.00000	0.000000	732	0	734	79404
GCfix_000543	0.15406	0.079107	0.00000	0.000000	732	0	738	79932
GCall_009985	0.15385	0.078953	0.00000	0.000000	731	0	736	79602
GCall_008368	0.15385	0.078978	0.00000	0.000000	731	0	734	79372
GCfix_009767	0.15364	0.078888	0.00000	0.000000	730	0	732	79124
GCfix_006020	0.15364	0.078844	0.00000	0.000000	730	0	732	79102
GCall_009880	0.15364	0.078878	0.00000	0.000000	730	0	732	79144
GCfix_010086	0.15342	0.079176	0.00000	0.000000	729	0	732	79626
GCall_007615	0.15342	0.078887	0.00000	0.000000	729	0	736	79904
GCall_003903	0.15342	0.078778	0.00000	0.000000	729	0	734	79430
GCall_009878	0.15300	0.078135	0.00000	0.000000	727	0	732	78778
GCall_000366	0.15279	0.078375	0.00000	0.000000	726	0	728	78650
GCall_007688	0.15237	0.078047	0.00000	0.000000	724	0	728	78588
GCall_008336	0.15195	0.077816	0.00000	0.000000	722	0	726	78416
GCall_006257	0.15195	0.077575	0.00000	0.000000	722	0	724	77842
GCfix_009396	0.15153	0.076611	0.00000	0.000000	720	0	724	77184
GCfix_003377	0.15153	0.077736	0.00000	0.000000	720	0	720	77736
GCall_003518	0.15153	0.077574	0.00000	0.000000	720	0	722	77874
GCall_000173	0.15153	0.077592	0.00000	0.000000	720	0	722	77892
GCfix_005198	0.15132	0.077812	0.00000	0.000000	719	0	720	77962
GCall_010387	0.15132	0.077546	0.00000	0.000000	719	0	722	77922
GCfix_007733	0.15090	0.077371	0.00000	0.000000	717	0	720	77742
GCfix_004825	0.15090	0.077394	0.00000	0.000000	717	0	718	77508
GCall_009439	0.15069	0.077934	0.00000	0.000000	716	0	722	78794
GCfix_011891	0.15048	0.077422	0.00000	0.000000	715	0	718	77872
GCfix_001776	0.15048	0.077285	0.00000	0.000000	715	0	720	78008
GCall_011080	0.15027	0.076978	0.00000	0.000000	714	0	716	77278
GCall_008165	0.15027	0.077066	0.00000	0.000000	714	0	716	77366
GCfix_006793	0.15006	0.077222	0.00000	0.000000	713	0	714	77332
GCall_004867	0.15006	0.076430	0.00000	0.000000	713	0	718	77106
GCfix_001510	0.14985	0.077397	0.00000	0.000000	712	0	716	77934
GCall_000296	0.14985	0.077103	0.00000	0.000000	712	0	716	77670
GCall_007354	0.14964	0.076860	0.00000	0.000000	711	0	712	77010
GCall_006695	0.14964	0.076848	0.00000	0.000000	711	0	714	77258
GCfix_009581	0.14943	0.076749	0.00000	0.000000	710	0	716	77516
GCall_007316	0.14943	0.076875	0.00000	0.000000	710	0	716	77668
GCfix_001552	0.14900	0.076584	0.00000	0.000000	708	0	712	77126
GCfix_000672	0.14900	0.076781	0.00000	0.000000	708	0	712	77304
GCall_011186	0.14900	0.076787	0.00000	0.000000	708	0	712	77262
GCall_007709	0.14900	0.076536	0.00000	0.000000	708	0	708	76536
GCall_009244	0.14879	0.076098	0.00000	0.000000	707	0	710	76506
GCfix_007613	0.14858	0.076185	0.00000	0.000000	706	0	710	76660
GCfix_006246	0.14858	0.076414	0.00000	0.000000	706	0	710	76922
GCfix_002668	0.14858	0.076084	0.00000	0.000000	706	0	712	76842
GCall_008872	0.14858	0.076577	0.00000	0.000000	706	0	712	77410
GCfix_006517	0.14837	0.075901	0.00000	0.000000	705	0	708	76288
GCfix_003579	0.14837	0.076090	0.00000	0.000000	705	0	706	76240
GCall_002279	0.14837	0.076309	0.00000	0.000000	705	0	712	77294
GCall_007684	0.14816	0.076032	0.00000	0.000000	704	0	706	76298
GCfix_009378	0.14795	0.076067	0.00000	0.000000	703	0	706	76484
GCall_003968	0.14795	0.075695	0.00000	0.000000	703	0	706	76056
GCall_001525	0.14795	0.075988	0.00000	0.000000	703	0	708	76664
GCfix_003979	0.14774	0.075770	0.00000	0.000000	702	0	706	76242
GCall_006762	0.14774	0.076077	0.00000	0.000000	702	0	706	76618
GCall_003038	0.14774	0.075742	0.00000	0.000000	702	0	704	76000
GCall_001056	0.14774	0.076079	0.00000	0.000000	702	0	706	76608
GCall_006897	0.14732	0.076242	0.00000	0.000000	700	0	702	76500
GCfix_004762	0.14711	0.075218	0.00000	0.000000	699	0	702	75592
GCall_011924	0.14711	0.075831	0.00000	0.000000	699	0	702	76180
GCall_005924	0.14690	0.075155	0.00000	0.000000	698	0	702	75688
