#name	%unambiguousReads	unambiguousMB	%ambiguousReads	ambiguousMB	unambiguousReads	ambiguousReads	assignedReads	assignedBases
007168	0.01974	0.018401	0.00000	0.000000	183	0	262	24988
005676	0.01974	0.019097	0.00000	0.000000	183	0	238	24226
007282	0.01930	0.017899	0.00000	0.000000	179	0	224	21252
011353	0.01887	0.016872	0.00000	0.000000	175	0	272	24372
004549	0.01704	0.013242	0.00000	0.000000	158	0	240	18446
008354	0.01672	0.010570	0.00000	0.000000	155	0	253	14971
004477	0.01639	0.013040	0.00000	0.000000	152	0	222	17016
000929	0.01585	0.008562	0.00000	0.000000	147	0	231	10774
011816	0.01542	0.012931	0.00000	0.000000	143	0	214	17498
007486	0.01542	0.014195	0.00000	0.000000	143	0	192	17762
004948	0.01510	0.014801	0.00000	0.000000	140	0	165	16888
009084	0.01499	0.011896	0.00000	0.000000	139	0	185	14312
007369	0.01499	0.012389	0.00000	0.000000	139	0	190	15462
011694	0.01488	0.010841	0.00000	0.000000	138	0	197	13035
006509	0.01456	0.009567	0.00000	0.000000	135	0	233	14948
002651	0.01424	0.007525	0.00000	0.000000	132	0	221	10546
011386	0.01391	0.010984	0.00000	0.000000	129	0	204	15798
004963	0.01370	0.009141	0.00000	0.000000	127	0	201	12780
006227	0.01359	0.012235	0.00000	0.000000	126	0	166	14862
003574	0.01348	0.013757	0.00000	0.000000	125	0	128	14172
009078	0.01337	0.008213	0.00000	0.000000	124	0	206	11788
007397	0.01326	0.010944	0.00000	0.000000	123	0	195	16247
010562	0.01316	0.008608	0.00000	0.000000	122	0	206	13272
005788	0.01316	0.008176	0.00000	0.000000	122	0	198	11390
001984	0.01316	0.012335	0.00000	0.000000	122	0	142	13456
005243	0.01283	0.012093	0.00000	0.000000	119	0	158	15172
004262	0.01283	0.012331	0.00000	0.000000	119	0	150	14570
000252	0.01283	0.011722	0.00000	0.000000	119	0	160	15066
008397	0.01262	0.012024	0.00000	0.000000	117	0	159	15124
000980	0.01262	0.011157	0.00000	0.000000	117	0	169	14827
009864	0.01251	0.010784	0.00000	0.000000	116	0	159	13318
011356	0.01229	0.010719	0.00000	0.000000	114	0	170	14590
008070	0.01229	0.012577	0.00000	0.000000	114	0	119	13181
006415	0.01229	0.012487	0.00000	0.000000	114	0	118	13022
005991	0.01229	0.011395	0.00000	0.000000	114	0	154	14258
005609	0.01229	0.008148	0.00000	0.000000	114	0	170	10212
004181	0.01229	0.008173	0.00000	0.000000	114	0	170	10066
