#name	%unambiguousReads	unambiguousMB	%ambiguousReads	ambiguousMB	unambiguousReads	ambiguousReads	assignedReads	assignedBases
008839	0.02640	0.055440	0.00000	0.000000	528	0	528	55440
002389	0.02550	0.054060	0.00000	0.000000	510	0	510	54060
008308	0.02510	0.053212	0.00000	0.000000	502	0	502	53212
008502	0.02480	0.052576	0.00000	0.000000	496	0	496	52576
011010	0.02450	0.051940	0.00000	0.000000	490	0	490	51940
010552	0.02450	0.052430	0.00000	0.000000	490	0	490	52430
001723	0.02410	0.051092	0.00000	0.000000	482	0	482	51092
007732	0.02380	0.050932	0.00000	0.000000	476	0	476	50932
004519	0.02310	0.049434	0.00000	0.000000	462	0	462	49434
001133	0.02250	0.047700	0.00000	0.000000	450	0	450	47700
008286	0.02240	0.047488	0.00000	0.000000	448	0	448	47488
009843	0.02210	0.046410	0.00000	0.000000	442	0	442	46410
003485	0.02190	0.046428	0.00000	0.000000	438	0	438	46428
011271	0.02170	0.046004	0.00000	0.000000	434	0	434	46004
007098	0.02160	0.045360	0.00000	0.000000	432	0	432	45360
003206	0.02150	0.045580	0.00000	0.000000	430	0	430	45580
001587	0.02140	0.045368	0.00000	0.000000	428	0	428	45368
008914	0.02130	0.045156	0.00000	0.000000	426	0	426	45156
010994	0.02090	0.044726	0.00000	0.000000	418	0	418	44726
008817	0.02090	0.044308	0.00000	0.000000	418	0	418	44308
005284	0.02090	0.043890	0.00000	0.000000	418	0	418	43890
003871	0.02090	0.044726	0.00000	0.000000	418	0	418	44726
007354	0.02080	0.044096	0.00000	0.000000	416	0	416	44096
002220	0.02070	0.044298	0.00000	0.000000	414	0	414	44298
001917	0.02070	0.043884	0.00000	0.000000	414	0	414	43884
005296	0.02060	0.043672	0.00000	0.000000	412	0	412	43672
005046	0.02060	0.042436	0.00000	0.000000	412	0	412	42436
004837	0.02060	0.044084	0.00000	0.000000	412	0	412	44084
007345	0.02050	0.043050	0.00000	0.000000	410	0	410	43050
004264	0.02050	0.043870	0.00000	0.000000	410	0	410	43870
001655	0.02050	0.042640	0.00000	0.000000	410	0	410	42640
011439	0.02020	0.042824	0.00000	0.000000	404	0	404	42824
000193	0.02010	0.041808	0.00000	0.000000	402	0	402	41808
008244	0.01990	0.041790	0.00000	0.000000	398	0	398	41790
009826	0.01980	0.042372	0.00000	0.000000	396	0	396	42372
