000000,43
000001,125
000002,76
000003,60
000004,73
000005,121
000006,37
000007,53
000008,76
000009,95
000010,68
000011,81
000012,73
000013,63
000014,152
000015,115
000016,62
000017,98
000018,57
000019,37
000020,60
000021,46
000022,89
000023,58
000024,51
000025,59
000026,60
000027,117
000028,94
000029,112
000030,48
000031,62
000032,50
000033,88
000034,103
000035,78
000036,97
000037,60
000038,52
000039,49
000040,159
000041,56
000042,66
000043,87
000044,64
000045,133
000046,49
000047,72
000048,64
000049,74
000050,53
000051,50
000052,66
000053,104
000054,137
000055,45
000056,51
000057,84
000058,59
000059,78
000060,63
000061,65
000062,75
000063,102
000064,224
000065,48
000066,79
000067,74
000068,95
000069,61
000070,107
000071,91
000072,98
000073,78
000074,54
000075,91
000076,73
000077,184
000078,87
000079,67
000080,142
000081,95
000082,76
000083,133
000084,94
000085,106
000086,108
000087,45
000088,73
000089,133
000090,76
000091,37
000092,136
000093,103
000094,49
000095,82
000096,62
000097,37
000098,61
000099,70
000100,80
000101,51
000102,140
000103,128
000104,67
000105,159
000106,55
000107,45
000108,77
000109,78
000110,38
000111,65
000112,56
000113,52
000114,58
000115,85
000116,93
000117,121
000118,88
000119,89
000120,87
000121,67
000122,62
000123,64
000124,51
000125,72
000126,46
000127,50
000128,45
000129,93
000130,77
000131,42
000132,66
000133,87
000134,55
000135,136
000136,86
000137,104
000138,68
000139,31
000140,97
000141,88
000142,123
000143,73
000144,79
000145,104
000146,33
000147,38
000148,79
000149,101
000150,43
000151,100
000152,52
000153,57
000154,115
000155,115
000156,105
000157,58
000158,70
000159,63
000160,48
000161,43
000162,82
000163,111
000164,128
000165,104
000166,106
000167,45
000168,121
000169,46
000170,180
000171,55
000172,54
000173,142
000174,37
000175,93
000176,46
000177,40
000178,97
000179,40
000180,49
000181,113
000182,87
000183,189
000184,30
000185,75
000186,39
000187,104
000188,117
000189,53
000190,75
000191,62
000192,76
000193,85
000194,120
000195,109
000196,56
000197,69
000198,98
000199,48
000200,103
000201,77
000202,58
000203,52
000204,140
000205,120
000206,58
000207,86
000208,58
000209,132
000210,67
000211,96
000212,44
000213,63
000214,86
000215,106
000216,162
000217,78
000218,66
000219,81
000220,39
000221,94
000222,65
000223,51
000224,112
000225,63
000226,67
000227,67
000228,66
000229,27
000230,68
000231,42
000232,58
000233,73
000234,54
000235,141
000236,75
000237,65
000238,112
000239,69
000240,113
000241,68
000242,50
000243,122
000244,51
000245,87
000246,95
000247,73
000248,56
000249,71
000250,64
000251,101
000252,143
000253,101
000254,57
000255,103
000256,45
000257,34
000258,79
000259,71
000260,55
000261,85
000262,212
000263,76
000264,155
000265,54
000266,96
000267,61
000268,86
000269,99
000270,33
000271,83
000272,114
000273,104
000274,105
000275,79
000276,48
000277,103
000278,82
000279,65
000280,87
000281,56
000282,75
000283,87
000284,97
000285,94
000286,112
000287,85
000288,63
000289,64
000290,68
000291,68
000292,53
000293,105
000294,77
000295,59
000296,82
000297,112
000298,104
000299,80
000300,157
000301,171
000302,128
000303,111
000304,109
000305,64
000306,110
000307,53
000308,85
000309,54
000310,64
000311,61
000312,83
000313,43
000314,48
000315,158
000316,52
000317,46
000318,120
000319,44
000320,74
000321,56
000322,82
000323,60
000324,44
000325,106
000326,67
000327,70
000328,184
000329,48
000330,113
000331,123
000332,101
000333,53
000334,78
000335,38
000336,27
000337,114
000338,50
000339,98
000340,53
000341,136
000342,49
000343,185
000344,78
000345,106
000346,53
000347,50
000348,63
000349,105
000350,123
000351,142
000352,45
000353,78
000354,72
000355,100
000356,153
000357,86
000358,110
000359,99
000360,104
000361,111
000362,132
000363,54
000364,94
000365,84
000366,95
000367,55
000368,83
000369,62
000370,85
000371,54
000372,133
000373,63
000374,89
000375,70
000376,80
000377,72
000378,80
000379,63
000380,73
000381,55
000382,195
000383,41
000384,88
000385,74
000386,56
000387,113
000388,68
000389,98
000390,110
000391,127
000392,75
000393,101
000394,54
000395,91
000396,88
000397,31
000398,52
000399,64
000400,107
000401,80
000402,93
000403,72
000404,101
000405,36
000406,94
000407,51
000408,122
000409,107
000410,79
000411,136
000412,72
000413,72
000414,65
000415,77
000416,77
000417,77
000418,110
000419,90
000420,68
000421,77
000422,84
000423,47
000424,53
000425,219
000426,121
000427,65
000428,63
000429,76
000430,93
000431,78
000432,94
000433,94
000434,117
000435,130
000436,91
000437,50
000438,76
000439,74
000440,79
000441,23
000442,70
000443,70
000444,125
000445,51
000446,158
000447,110
000448,93
000449,77
000450,63
000451,75
000452,75
000453,63
000454,61
000455,113
000456,96
000457,47
000458,54
000459,159
000460,102
000461,56
000462,84
000463,141
000464,76
000465,88
000466,46
000467,51
000468,108
000469,89
000470,95
000471,40
000472,49
000473,116
000474,59
000475,54
000476,169
000477,67
000478,126
000479,114
000480,48
000481,132
000482,61
000483,123
000484,85
000485,186
000486,89
000487,60
000488,54
000489,122
000490,84
000491,59
000492,117
000493,82
000494,99
000495,139
000496,69
000497,105
000498,62
000499,48
000500,73
000501,87
000502,124
000503,50
000504,48
000505,112
000506,57
000507,48
000508,111
000509,293
000510,84
000511,64
000512,127
000513,85
000514,69
000515,131
000516,104
000517,97
000518,62
000519,53
000520,72
000521,138
000522,69
000523,91
000524,55
000525,59
000526,122
000527,61
000528,114
000529,88
000530,107
000531,124
000532,217
000533,126
000534,86
000535,66
000536,44
000537,76
000538,134
000539,98
000540,98
000541,64
000542,82
000543,31
000544,83
000545,126
000546,74
000547,131
000548,50
000549,43
000550,134
000551,143
000552,88
000553,91
000554,60
000555,33
000556,34
000557,150
000558,120
000559,75
000560,57
000561,78
000562,145
000563,86
000564,82
000565,85
000566,209
000567,111
000568,80
000569,137
000570,93
000571,67
000572,113
000573,89
000574,65
000575,138
000576,116
000577,70
000578,52
000579,95
000580,125
000581,80
000582,58
000583,99
000584,50
000585,72
000586,128
000587,104
000588,53
000589,133
000590,45
000591,72
000592,49
000593,72
000594,106
000595,52
000596,97
000597,59
000598,104
000599,153
000600,75
000601,36
000602,63
000603,40
000604,56
000605,38
000606,118
000607,88
000608,41
000609,72
000610,44
000611,82
000612,113
000613,148
000614,77
000615,83
000616,74
000617,70
000618,119
000619,87
000620,156
000621,105
000622,75
000623,62
000624,69
000625,36
000626,68
000627,52
000628,73
000629,55
000630,89
000631,66
000632,57
000633,110
000634,61
000635,53
000636,92
000637,48
000638,78
000639,62
000640,84
000641,58
000642,43
000643,38
000644,88
000645,82
000646,68
000647,107
000648,218
000649,127
000650,86
000651,48
000652,185
000653,40
000654,43
000655,55
000656,47
000657,117
000658,78
000659,103
000660,62
000661,185
000662,122
000663,141
000664,39
000665,109
000666,145
000667,187
000668,67
000669,50
000670,92
000671,71
000672,65
000673,71
000674,47
000675,61
000676,81
000677,73
000678,46
000679,138
000680,50
000681,111
000682,118
000683,52
000684,63
000685,82
000686,53
000687,102
000688,49
000689,86
000690,102
000691,113
000692,89
000693,35
000694,64
000695,77
000696,72
000697,76
000698,56
000699,73
000700,103
000701,68
000702,69
000703,71
000704,45
000705,103
000706,100
000707,67
000708,59
000709,38
000710,81
000711,65
000712,70
000713,89
000714,36
000715,83
000716,110
000717,123
000718,54
000719,63
000720,190
000721,86
000722,86
000723,65
000724,61
000725,122
000726,115
000727,81
000728,135
000729,116
000730,24
000731,134
000732,75
000733,89
000734,30
000735,60
000736,82
000737,66
000738,143
000739,83
000740,58
000741,101
000742,79
000743,135
000744,128
000745,85
000746,45
000747,74
000748,54
000749,143
000750,30
000751,109
000752,56
000753,84
000754,63
000755,72
000756,115
000757,131
000758,41
000759,140
000760,153
000761,56
000762,123
000763,66
000764,121
000765,116
000766,77
000767,39
000768,58
000769,158
000770,96
000771,73
000772,100
000773,97
000774,56
000775,38
000776,95
000777,47
000778,142
000779,109
000780,44
000781,101
000782,82
000783,41
000784,82
000785,102
000786,80
000787,91
000788,111
000789,51
000790,110
000791,29
000792,78
000793,53
000794,101
000795,96
000796,121
000797,86
000798,110
000799,77
000800,96
000801,76
000802,51
000803,93
000804,85
000805,79
000806,112
000807,70
000808,92
000809,58
000810,42
000811,85
000812,119
000813,78
000814,93
000815,77
000816,80
000817,66
000818,77
000819,72
000820,59
000821,103
000822,85
000823,58
000824,108
000825,68
000826,73
000827,58
000828,84
000829,72
000830,74
000831,64
000832,68
000833,74
000834,162
000835,104
000836,74
000837,53
000838,157
000839,45
000840,59
000841,88
000842,49
000843,70
000844,104
000845,133
000846,52
000847,102
000848,54
000849,61
000850,39
000851,150
000852,127
000853,69
000854,133
000855,52
000856,54
000857,61
000858,106
000859,66
000860,127
000861,126
000862,92
000863,121
000864,85
000865,125
000866,40
000867,32
000868,68
000869,81
000870,81
000871,75
000872,156
000873,120
000874,119
000875,36
000876,128
000877,39
000878,104
000879,45
000880,51
000881,127
000882,86
000883,58
000884,60
000885,54
000886,75
000887,112
000888,88
000889,30
000890,81
000891,117
000892,94
000893,98
000894,117
000895,119
000896,83
000897,77
000898,96
000899,77
000900,88
000901,56
000902,138
000903,56
000904,102
000905,77
000906,75
000907,85
000908,64
000909,68
000910,86
000911,81
000912,48
000913,68
000914,68
000915,85
000916,61
000917,108
000918,139
000919,42
000920,65
000921,83
000922,148
000923,81
000924,58
000925,88
000926,80
000927,102
000928,43
000929,81
000930,66
000931,89
000932,118
000933,124
000934,59
000935,49
000936,110
000937,50
000938,53
000939,36
000940,67
000941,61
000942,58
000943,72
000944,45
000945,70
000946,59
000947,79
000948,70
000949,115
000950,107
000951,73
000952,118
000953,103
000954,52
000955,44
000956,116
000957,74
000958,82
000959,47
000960,67
000961,41
000962,121
000963,163
000964,83
000965,39
000966,85
000967,85
000968,105
000969,114
000970,103
000971,51
000972,82
000973,149
000974,142
000975,55
000976,116
000977,216
000978,58
000979,78
000980,48
000981,46
000982,44
000983,55
000984,124
000985,61
000986,34
000987,73
000988,64
000989,88
000990,129
000991,57
000992,192
000993,68
000994,64
000995,41
000996,136
000997,114
000998,72
000999,127
001000,70
001001,88
001002,165
001003,51
001004,41
001005,46
001006,96
001007,106
001008,55
001009,94
001010,91
001011,75
001012,103
001013,100
001014,169
001015,131
001016,94
001017,117
001018,71
001019,74
001020,85
001021,99
001022,99
001023,63
001024,92
001025,123
001026,34
001027,55
001028,55
001029,90
001030,33
001031,79
001032,58
001033,99
001034,107
001035,66
001036,66
001037,58
001038,89
001039,98
001040,43
001041,82
001042,49
001043,66
001044,66
001045,60
001046,88
001047,93
001048,47
001049,38
001050,126
001051,92
001052,108
001053,84
001054,115
001055,60
001056,70
001057,73
001058,51
001059,56
001060,85
001061,109
001062,39
001063,74
001064,32
001065,134
001066,100
001067,46
001068,108
001069,58
001070,81
001071,69
001072,105
001073,57
001074,73
001075,109
001076,94
001077,50
001078,62
001079,47
001080,110
001081,93
001082,43
001083,167
001084,45
001085,88
001086,69
001087,44
001088,74
001089,83
001090,136
001091,108
001092,35
001093,73
001094,98
001095,54
001096,41
001097,65
001098,83
001099,118
001100,46
001101,34
001102,52
001103,69
001104,65
001105,56
001106,104
001107,49
001108,24
001109,135
001110,91
001111,56
001112,37
001113,95
001114,104
001115,85
001116,105
001117,56
001118,57
001119,68
001120,44
001121,123
001122,123
001123,95
001124,75
001125,93
001126,77
001127,43
001128,208
001129,85
001130,59
001131,41
001132,121
001133,64
001134,53
001135,154
001136,65
001137,107
001138,55
001139,81
001140,137
001141,99
001142,110
001143,74
001144,114
001145,76
001146,60
001147,53
001148,47
001149,118
001150,56
001151,87
001152,63
001153,72
001154,98
001155,109
001156,32
001157,91
001158,98
001159,52
001160,96
001161,118
001162,120
001163,100
001164,54
001165,47
001166,101
001167,55
001168,80
001169,93
001170,55
001171,70
001172,94
001173,100
001174,42
001175,80
001176,67
001177,84
001178,102
001179,72
001180,57
001181,91
001182,52
001183,100
001184,134
001185,74
001186,77
001187,66
001188,79
001189,124
001190,49
