#name	%unambiguousReads	unambiguousMB	%ambiguousReads	ambiguousMB	unambiguousReads	ambiguousReads	assignedReads	assignedBases
006445	0.07600	0.161120	0.00000	0.000000	1520	0	1520	161120
004984	0.05880	0.125832	0.00000	0.000000	1176	0	1176	125832
002608	0.05820	0.123384	0.00000	0.000000	1164	0	1164	123384
006541	0.05150	0.109180	0.00000	0.000000	1030	0	1030	109180
002599	0.04760	0.100912	0.00000	0.000000	952	0	952	100912
005508	0.04730	0.100276	0.00000	0.000000	946	0	946	100276
009251	0.04720	0.099120	0.00000	0.000000	944	0	944	99120
000447	0.04720	0.101008	0.00000	0.000000	944	0	944	101008
004866	0.04530	0.096942	0.00000	0.000000	906	0	906	96942
007644	0.04370	0.092644	0.00000	0.000000	874	0	874	92644
003990	0.04360	0.092432	0.00000	0.000000	872	0	872	92432
003985	0.04260	0.091164	0.00000	0.000000	852	0	852	91164
002770	0.04180	0.088616	0.00000	0.000000	836	0	836	88616
004316	0.04170	0.088404	0.00000	0.000000	834	0	834	88404
007634	0.04130	0.088382	0.00000	0.000000	826	0	826	88382
002129	0.04100	0.085280	0.00000	0.000000	820	0	820	85280
007782	0.04020	0.085224	0.00000	0.000000	804	0	804	85224
007998	0.03960	0.083952	0.00000	0.000000	792	0	792	83952
004555	0.03920	0.083104	0.00000	0.000000	784	0	784	83104
003001	0.03910	0.082892	0.00000	0.000000	782	0	782	82892
002112	0.03890	0.081690	0.00000	0.000000	778	0	778	81690
009779	0.03850	0.082390	0.00000	0.000000	770	0	770	82390
005512	0.03800	0.079800	0.00000	0.000000	760	0	760	79800
009009	0.03770	0.080678	0.00000	0.000000	754	0	754	80678
003849	0.03770	0.080678	0.00000	0.000000	754	0	754	80678
010181	0.03710	0.079394	0.00000	0.000000	742	0	742	79394
005185	0.03680	0.078752	0.00000	0.000000	736	0	736	78752
009071	0.03670	0.076336	0.00000	0.000000	734	0	734	76336
006588	0.03650	0.077380	0.00000	0.000000	730	0	730	77380
001739	0.03640	0.077168	0.00000	0.000000	728	0	728	77168
005654	0.03620	0.077468	0.00000	0.000000	724	0	724	77468
001065	0.03610	0.076532	0.00000	0.000000	722	0	722	76532
011519	0.03540	0.075048	0.00000	0.000000	708	0	708	75048
000059	0.03510	0.073710	0.00000	0.000000	702	0	702	73710
008335	0.03470	0.073564	0.00000	0.000000	694	0	694	73564
009375	0.03460	0.072660	0.00000	0.000000	692	0	692	72660
004124	0.03460	0.074044	0.00000	0.000000	692	0	692	74044
004544	0.03450	0.073140	0.00000	0.000000	690	0	690	73140
001667	0.03450	0.073140	0.00000	0.000000	690	0	690	73140
001453	0.03450	0.073830	0.00000	0.000000	690	0	690	73830
001752	0.03410	0.072974	0.00000	0.000000	682	0	682	72974
011918	0.03380	0.072332	0.00000	0.000000	676	0	676	72332
010514	0.03380	0.071656	0.00000	0.000000	676	0	676	71656
005167	0.03370	0.069422	0.00000	0.000000	674	0	674	69422
010768	0.03350	0.070350	0.00000	0.000000	670	0	670	70350
007554	0.03350	0.069680	0.00000	0.000000	670	0	670	69680
011288	0.03340	0.070808	0.00000	0.000000	668	0	668	70808
000804	0.03330	0.070596	0.00000	0.000000	666	0	666	70596
010302	0.03320	0.069056	0.00000	0.000000	664	0	664	69056
009456	0.03310	0.070172	0.00000	0.000000	662	0	662	70172
002672	0.03280	0.068880	0.00000	0.000000	656	0	656	68880
005337	0.03270	0.068016	0.00000	0.000000	654	0	654	68016
003469	0.03270	0.069978	0.00000	0.000000	654	0	654	69978
002372	0.03270	0.069324	0.00000	0.000000	654	0	654	69324
011015	0.03250	0.069550	0.00000	0.000000	650	0	650	69550
006856	0.03250	0.067600	0.00000	0.000000	650	0	650	67600
