seqid,ref_seqid,edit_distance,similarity,length,exp
FS10000169:122:BPA73120-0622:1:1112:11870:3650,005734,70,0.5333333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1112:14900:3630,001872,84,0.43999999999999995,150,PCR2
FS10000169:122:BPA73120-0622:1:1112:14220:3730,003761,78,0.48,150,PCR2
FS10000169:122:BPA73120-0622:1:1112:15610:3800,005880,81,0.45999999999999996,150,PCR2
FS10000169:122:BPA73120-0622:1:1112:15860:3680,000312,83,0.44666666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1112:16210:3900,005954,67,0.5533333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1112:5330:3790,010782,72,0.52,150,PCR2
FS10000169:122:BPA73120-0622:1:1112:1340:4090,009336,76,0.4933333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:14720:1070,002719,49,0.5462962962962963,108,PCR2
FS10000169:122:BPA73120-0622:1:1113:14560:1170,000010,75,0.5,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:10750:1230,005268,55,0.4907407407407407,108,PCR2
FS10000169:122:BPA73120-0622:1:1113:14030:1250,009935,82,0.45333333333333337,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:1800:1320,003969,52,0.5185185185185186,108,PCR2
FS10000169:122:BPA73120-0622:1:1113:6430:1400,000386,73,0.5133333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:2420:1450,009814,69,0.54,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:2460:1460,000173,72,0.52,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:14310:1540,005444,76,0.4933333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:12990:1700,005815,76,0.4933333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:13950:1760,004008,73,0.5133333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:16250:1690,009418,71,0.5266666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:3480:1930,009400,70,0.5333333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:12410:1880,000385,74,0.5066666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:2730:2230,004008,73,0.5133333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:2140:2340,005299,78,0.48,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:13170:2310,000429,67,0.5533333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:10830:2620,011503,79,0.4733333333333334,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:12820:2640,009937,73,0.5133333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:10800:2770,001799,71,0.5266666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:11370:3120,002315,78,0.48,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:5420:3130,008069,68,0.5466666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:3850:3120,000890,84,0.43999999999999995,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:2000:3340,007572,54,0.5384615384615384,117,PCR2
FS10000169:122:BPA73120-0622:1:1113:6720:3410,007659,57,0.5128205128205128,117,PCR2
FS10000169:122:BPA73120-0622:1:1113:3190:3470,000852,75,0.5,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:16260:3610,001510,74,0.5066666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:15750:3660,003711,79,0.4733333333333334,150,PCR2
FS10000169:122:BPA73120-0622:1:1113:13840:4070,009935,52,0.5185185185185186,108,PCR2
FS10000169:122:BPA73120-0622:1:1114:10310:1260,009935,76,0.4933333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:7590:1200,009935,79,0.4733333333333334,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:15780:1150,004922,68,0.5466666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:13500:1270,003545,73,0.5133333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:11160:1400,010050,74,0.5066666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:3650:1360,001906,78,0.48,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:13850:1550,006615,79,0.4733333333333334,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:2030:1820,002074,79,0.4733333333333334,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:12930:1960,005734,76,0.4933333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:5270:1910,001031,75,0.5,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:16420:2050,004008,74,0.5066666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:9990:1890,001510,75,0.5,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:10770:2120,002925,80,0.4666666666666667,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:10470:2160,011006,73,0.5133333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:11230:2300,011387,85,0.43333333333333335,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:6780:2290,009937,74,0.5066666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:2390:2420,000267,97,0.3533333333333334,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:9350:2420,006313,73,0.5133333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:5800:2490,000091,76,0.4933333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:8470:2650,001475,78,0.48,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:6110:2670,006877,55,0.5454545454545454,121,PCR2
FS10000169:122:BPA73120-0622:1:1114:8550:2580,002466,76,0.4933333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:11150:2720,007716,78,0.48,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:12220:3140,009769,53,0.5470085470085471,117,PCR2
FS10000169:122:BPA73120-0622:1:1114:10070:3150,010419,75,0.5,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:8660:3120,005774,70,0.5333333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:10180:3210,005880,70,0.5333333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:8380:3240,007533,70,0.5333333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:12190:3360,004377,80,0.4666666666666667,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:9260:3580,002726,71,0.5266666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:3430:3630,008844,77,0.4866666666666667,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:3760:3800,004827,76,0.4933333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:10520:3780,001970,66,0.4453781512605042,119,PCR2
FS10000169:122:BPA73120-0622:1:1114:6530:3950,000521,74,0.5066666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1114:3630:4010,000022,70,0.5333333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:1040:1210,003740,69,0.54,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:9370:1330,004310,72,0.52,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:15200:1300,000650,69,0.54,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:5300:1370,006234,72,0.52,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:3110:1570,002569,53,0.5092592592592593,108,PCR2
FS10000169:122:BPA73120-0622:1:1115:9370:1790,007526,73,0.5133333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:8410:1840,006134,73,0.5133333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:4980:1820,010224,72,0.52,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:1290:1880,000711,86,0.42666666666666664,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:13280:2390,002618,77,0.4866666666666667,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:1750:2390,001741,60,0.4957983193277311,119,PCR2
FS10000169:122:BPA73120-0622:1:1115:5490:2510,002416,80,0.4666666666666667,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:8210:2830,004377,76,0.4933333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:15130:2900,008239,50,0.537037037037037,108,PCR2
FS10000169:122:BPA73120-0622:1:1115:9560:2960,009937,70,0.5333333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:12620:2860,000800,73,0.5133333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:3050:3190,000978,75,0.5,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:10650:3150,004317,75,0.5,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:5580:3340,001156,68,0.5466666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:6640:3480,001801,77,0.4866666666666667,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:13260:3370,000914,73,0.5133333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:15870:3510,001075,98,0.3466666666666667,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:14120:3710,002663,71,0.5266666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:10790:3790,004008,76,0.4933333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:10770:3810,011390,74,0.5066666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:1980:3960,002642,73,0.5133333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:8450:4020,004373,71,0.5266666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:13170:3970,000890,80,0.4666666666666667,150,PCR2
FS10000169:122:BPA73120-0622:1:1115:9650:4070,006405,53,0.5092592592592593,108,PCR2
FS10000169:122:BPA73120-0622:1:1116:6930:1060,008005,84,0.43999999999999995,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:11130:1190,008357,77,0.4866666666666667,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:8530:1020,003690,55,0.4907407407407407,108,PCR2
FS10000169:122:BPA73120-0622:1:1116:15220:1310,008482,67,0.5533333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:2050:1350,009919,82,0.2407407407407407,26,PCR2
FS10000169:122:BPA73120-0622:1:1116:3360:1490,005835,78,0.48,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:14010:1620,000890,81,0.45999999999999996,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:7530:1850,008443,78,0.48,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:5690:1860,004149,79,0.4733333333333334,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:6640:1820,002655,71,0.5266666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:14100:1910,002876,71,0.5266666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:10740:2090,008134,52,0.5185185185185186,108,PCR2
FS10000169:122:BPA73120-0622:1:1116:15390:2180,004155,69,0.54,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:10930:2260,000890,77,0.4866666666666667,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:9490:2370,004904,75,0.5,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:1520:2510,001262,105,0.30000000000000004,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:5310:2540,000890,85,0.43333333333333335,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:3450:2770,006891,77,0.4866666666666667,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:8400:2740,001726,73,0.5133333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:6660:2680,000455,82,0.45333333333333337,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:15780:2670,009937,75,0.5,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:5990:2940,002833,87,0.42000000000000004,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:2510:3150,005388,75,0.5,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:1200:3060,002188,69,0.54,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:8560:3220,001220,74,0.5066666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:1170:3220,009170,76,0.4933333333333333,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:4630:3160,000643,74,0.5066666666666666,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:2130:3300,002045,84,0.43999999999999995,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:1890:3590,000136,80,0.4666666666666667,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:13020:3700,000312,82,0.45333333333333337,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:2170:3650,001591,82,0.45333333333333337,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:11710:3810,009336,69,0.54,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:13690:3740,010775,93,0.38,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:13630:4000,008202,81,0.45999999999999996,150,PCR2
FS10000169:122:BPA73120-0622:1:1116:3030:4090,009668,80,0.4666666666666667,150,PCR2
FS10000169:122:BPA73120-0622:1:1101:11390:1010,009336,82,0.45333333333333337,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:8940:1050,008985,69,0.54,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:2680:1220,003786,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:4630:1220,009775,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:2450:1340,004008,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:7740:1400,006182,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:15430:1400,010224,83,0.44666666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:4890:1520,007137,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:11250:1670,000173,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:8910:1590,004579,82,0.45333333333333337,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:14830:1590,005455,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:14990:1730,010140,83,0.44666666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:10030:1830,004008,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:6920:1890,009251,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:7230:2040,000213,46,0.5740740740740741,74,PCR3
FS10000169:122:BPA73120-0622:1:1101:16480:2000,003759,81,0.45999999999999996,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:9670:2170,001031,87,0.42000000000000004,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:14630:2170,009935,78,0.48,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:13250:2210,003944,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:14350:2100,001204,79,0.4733333333333334,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:13390:2260,002925,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:5600:2230,011491,79,0.4733333333333334,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:16330:2190,004377,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:13590:2410,003761,88,0.41333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:3890:2310,011990,68,0.5466666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:8210:2460,000083,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:8950:2430,002473,86,0.42666666666666664,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:9340:2430,002362,92,0.3866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:7560:2780,003587,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:8960:2780,004685,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:14720:2880,002424,87,0.19444444444444442,21,PCR3
FS10000169:122:BPA73120-0622:1:1101:13090:2970,007286,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:9830:2980,008272,79,0.4733333333333334,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:14510:3030,006745,79,0.4733333333333334,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:7640:3020,004932,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:9050:3020,007002,53,0.5092592592592593,108,PCR3
FS10000169:122:BPA73120-0622:1:1101:16120:3140,002662,59,0.49572649572649574,117,PCR3
FS10000169:122:BPA73120-0622:1:1101:5920:3260,004639,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:7920:3260,000890,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:6070:3200,001633,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:4700:3340,007659,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:16270:3440,006025,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:8950:3450,002669,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:10950:3450,002925,80,0.4666666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:4450:3460,011026,53,0.5470085470085471,117,PCR3
FS10000169:122:BPA73120-0622:1:1101:4860:3400,001497,78,0.48,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:11430:3570,002841,78,0.48,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:7150:3660,000073,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:10670:3660,008046,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:11020:3740,000047,81,0.45999999999999996,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:14600:4020,000672,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1101:15180:3970,002897,51,0.5277777777777778,106,PCR3
FS10000169:122:BPA73120-0622:1:1101:13240:3990,002925,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:15030:1010,002263,86,0.42666666666666664,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:11870:1100,004773,86,0.42666666666666664,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:11080:1170,000569,78,0.48,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:9990:1240,002309,88,0.41333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:2620:1320,001439,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:2730:1400,009885,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:2650:1540,006036,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:3690:1530,000306,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:15710:1730,008543,82,0.45333333333333337,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:16110:1710,009477,79,0.4733333333333334,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:11830:1640,006134,81,0.45999999999999996,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:6140:1770,005734,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:4800:1940,005734,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:1310:2170,001599,68,0.5466666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:15310:2150,006053,50,0.537037037037037,107,PCR3
FS10000169:122:BPA73120-0622:1:1102:7030:2200,009386,90,0.4,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:14820:2310,000020,96,0.11111111111111116,12,PCR3
FS10000169:122:BPA73120-0622:1:1102:5820:2460,008844,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:16110:2400,007753,69,0.54,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:8550:2560,006025,80,0.4666666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:13600:2680,001368,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:15130:2680,008058,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:7850:2730,003458,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:10270:2700,002871,81,0.45999999999999996,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:1290:2840,004337,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:10750:2810,002389,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:12850:3000,010224,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:1000:2980,007712,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:2390:3120,004068,51,0.5277777777777778,108,PCR3
FS10000169:122:BPA73120-0622:1:1102:11880:3220,009050,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:11190:3520,009477,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:13330:3660,009685,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:9440:3590,003401,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:12120:3650,006093,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:14750:3820,009336,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:8200:3840,010746,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:16310:3910,004377,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:6390:3940,004377,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1102:8130:4090,005768,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:4900:1120,006946,50,0.576271186440678,118,PCR3
FS10000169:122:BPA73120-0622:1:1103:7580:1120,001431,51,0.5321100917431192,109,PCR3
FS10000169:122:BPA73120-0622:1:1102:1570:4080,000714,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:9580:1230,009431,55,0.5299145299145299,117,PCR3
FS10000169:122:BPA73120-0622:1:1103:8160:1440,004685,80,0.4666666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:15110:1490,008551,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:7830:1510,002484,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:11240:1390,001007,55,0.5378151260504201,119,PCR3
FS10000169:122:BPA73120-0622:1:1103:2590:1620,005475,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:4180:1340,005915,58,0.536,125,PCR3
FS10000169:122:BPA73120-0622:1:1103:3870:1900,002038,69,0.54,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:12940:1850,004506,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:10390:2010,001857,79,0.4733333333333334,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:9360:2050,004198,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:3660:2030,002334,60,0.4957983193277311,119,PCR3
FS10000169:122:BPA73120-0622:1:1103:12980:2260,001490,54,0.5,108,PCR3
FS10000169:122:BPA73120-0622:1:1103:1430:2180,006745,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:15130:2310,001973,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:14620:2400,006877,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:10540:2540,001978,55,0.5338983050847458,118,PCR3
FS10000169:122:BPA73120-0622:1:1103:16230:2470,004322,80,0.4666666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:13590:2810,006756,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:4810:2790,002925,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:16180:2890,005323,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:9990:2990,008482,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:1310:3010,004579,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:10470:2920,000710,81,0.45999999999999996,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:10390:3060,003689,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:6050:3150,011918,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:10430:3390,008482,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:4200:3350,004008,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:7630:3470,005062,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:2180:3510,001031,57,0.5210084033613445,119,PCR3
FS10000169:122:BPA73120-0622:1:1103:15830:3450,004008,78,0.48,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:13440:3640,002263,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:14170:3640,000136,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:14050:3750,004130,54,0.55,120,PCR3
FS10000169:122:BPA73120-0622:1:1103:5860:3760,006745,57,0.5169491525423728,118,PCR3
FS10000169:122:BPA73120-0622:1:1103:8800:3610,000136,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:3330:3620,003923,56,0.5254237288135593,118,PCR3
FS10000169:122:BPA73120-0622:1:1103:9960:3870,009935,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:13020:3870,009786,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:10830:3720,001431,50,0.537037037037037,108,PCR3
FS10000169:122:BPA73120-0622:1:1103:14930:3950,002094,80,0.4666666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1103:10050:3920,005874,56,0.5254237288135593,118,PCR3
FS10000169:122:BPA73120-0622:1:1103:13450:3920,002925,56,0.5294117647058824,119,PCR3
FS10000169:122:BPA73120-0622:1:1103:15500:3890,002326,51,0.5603448275862069,116,PCR3
FS10000169:122:BPA73120-0622:1:1104:2230:1110,011607,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1104:2490:1130,005787,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1104:10020:1130,001431,50,0.537037037037037,107,PCR3
FS10000169:122:BPA73120-0622:1:1104:5920:1110,006877,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1104:16330:1030,007659,85,0.43333333333333335,150,PCR3
FS10000169:122:BPA73120-0622:1:1104:15580:1040,008599,48,0.5555555555555556,108,PCR3
FS10000169:122:BPA73120-0622:1:1104:4610:1190,011064,85,0.43333333333333335,150,PCR3
FS10000169:122:BPA73120-0622:1:1104:15320:1170,002424,53,0.5092592592592593,108,PCR3
FS10000169:122:BPA73120-0622:1:1104:15340:1190,000187,52,0.5185185185185186,108,PCR3
FS10000169:122:BPA73120-0622:1:1104:15350:1200,001510,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1104:7260:1390,002473,53,0.5546218487394958,119,PCR3
FS10000169:122:BPA73120-0622:1:1104:12450:1440,004494,80,0.4666666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1104:13390:1420,009375,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1104:15590:1540,000170,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1104:7760:1740,008574,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1104:13690:1640,009940,81,0.45999999999999996,150,PCR3
FS10000169:122:BPA73120-0622:1:1104:15450:1640,002880,73,0.5133333333333333,150,PCR3
