seqid,ref_seqid,edit_distance,similarity,length,exp
FS10000169:122:BPA73120-0622:1:1109:12710:3850,000230,54,0.5,108,PCR3
FS10000169:122:BPA73120-0622:1:1109:3500:3840,011890,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1109:4580:3890,005758,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1109:13300:3880,007007,52,0.5555555555555556,117,PCR3
FS10000169:122:BPA73120-0622:1:1109:1270:3870,006615,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1109:5120:4070,003193,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:16180:1010,003872,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1109:15310:4030,001346,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:8500:1090,003761,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:15430:1120,008398,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:12360:1200,000068,89,0.4066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:1820:1230,002826,81,0.45999999999999996,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:3720:1240,005503,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:14650:1170,000890,80,0.4666666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:3220:1140,004110,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:6320:1090,000693,101,0.32666666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:12600:1110,005308,93,0.13888888888888884,15,PCR3
FS10000169:122:BPA73120-0622:1:1110:3800:1120,002263,82,0.45333333333333337,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:4410:1310,001130,53,0.5092592592592593,108,PCR3
FS10000169:122:BPA73120-0622:1:1110:1370:1460,006354,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:3200:1390,002871,82,0.45333333333333337,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:16460:1570,000758,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:11090:1580,001455,55,0.5299145299145299,117,PCR3
FS10000169:122:BPA73120-0622:1:1110:5000:1590,002602,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:4490:1530,008574,82,0.45333333333333337,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:11650:1740,002925,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:11880:1690,005261,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:8420:1910,002309,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:5950:1860,001086,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:6000:1880,000978,87,0.42000000000000004,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:10080:1860,002841,82,0.45333333333333337,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:1690:1990,002906,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:14980:2200,003540,69,0.54,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:8650:2180,001633,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:9320:2180,011378,86,0.42666666666666664,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:13640:2120,005127,81,0.45999999999999996,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:15410:2280,009817,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:11360:2250,010036,83,0.44666666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:16040:2370,001424,80,0.4666666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:14160:2310,009668,81,0.45999999999999996,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:13540:2570,010618,52,0.5185185185185186,108,PCR3
FS10000169:122:BPA73120-0622:1:1110:9090:2500,008357,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:2360:2450,005345,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:2720:2470,005420,78,0.48,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:9280:2610,011064,80,0.4666666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:6320:2620,008764,82,0.45333333333333337,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:12040:2650,007250,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:4460:2810,004590,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:4480:2910,004457,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:3960:2930,005683,53,0.5092592592592593,108,PCR3
FS10000169:122:BPA73120-0622:1:1110:1300:2980,000510,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:14280:3180,009477,80,0.4666666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:16080:3180,002291,85,0.43333333333333335,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:7550:3200,001626,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:7070:3250,000746,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:12300:3210,002162,87,0.42000000000000004,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:9600:3350,008543,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:8050:3300,003788,78,0.48,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:12840:3450,000385,84,0.43999999999999995,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:2190:3420,002333,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:3040:3400,001031,81,0.45999999999999996,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:9850:3430,003401,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:6960:3570,006753,82,0.45333333333333337,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:13640:3490,002278,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:12100:3580,007659,87,0.42000000000000004,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:6880:3760,005122,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:12640:3770,007659,85,0.43333333333333335,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:2980:3750,001856,79,0.4733333333333334,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:16090:3900,002871,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:4630:4090,009932,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1110:2740:4080,010618,50,0.537037037037037,107,PCR3
FS10000169:122:BPA73120-0622:1:1111:11440:1150,002315,78,0.48,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:13300:1140,001496,61,0.512,125,PCR3
FS10000169:122:BPA73120-0622:1:1111:8920:1040,006753,80,0.4666666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:5640:1220,002428,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:12930:1190,004773,52,0.5555555555555556,117,PCR3
FS10000169:122:BPA73120-0622:1:1111:16480:1190,011064,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:5270:1200,008034,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:1980:1190,000523,58,0.5166666666666666,120,PCR3
FS10000169:122:BPA73120-0622:1:1111:9500:1230,001967,55,0.5338983050847458,118,PCR3
FS10000169:122:BPA73120-0622:1:1111:10370:1330,006134,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:6920:1470,003814,52,0.5517241379310345,116,PCR3
FS10000169:122:BPA73120-0622:1:1111:10560:1620,006576,79,0.4733333333333334,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:11240:1580,002602,81,0.45999999999999996,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:7430:1550,004754,68,0.5466666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:14080:1690,003503,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:6960:1670,011475,97,0.10185185185185186,11,PCR3
FS10000169:122:BPA73120-0622:1:1111:8090:1630,011503,55,0.5416666666666667,120,PCR3
FS10000169:122:BPA73120-0622:1:1111:8660:1720,003913,59,0.5042016806722689,119,PCR3
FS10000169:122:BPA73120-0622:1:1111:1890:1730,010210,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:5590:1850,007626,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:16440:1830,009935,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:6120:1790,005734,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:9590:1790,002468,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:16280:1790,000890,85,0.43333333333333335,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:3480:2000,000116,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:4650:2050,005547,67,0.5533333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:11770:2140,008451,56,0.5213675213675213,117,PCR3
FS10000169:122:BPA73120-0622:1:1111:2860:2270,007753,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:6070:2350,005734,68,0.5466666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:16290:2310,002093,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:14120:2490,001130,52,0.5185185185185186,108,PCR3
FS10000169:122:BPA73120-0622:1:1111:14320:2460,003914,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:6600:2570,004025,86,0.42666666666666664,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:9100:2660,000201,57,0.5210084033613445,119,PCR3
FS10000169:122:BPA73120-0622:1:1111:13290:3080,002826,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:2170:2970,002315,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:3000:2950,005734,59,0.5042016806722689,119,PCR3
FS10000169:122:BPA73120-0622:1:1111:14040:3180,003339,49,0.5462962962962963,76,PCR3
FS10000169:122:BPA73120-0622:1:1111:3180:3150,009937,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:3360:3320,006745,86,0.42666666666666664,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:8470:3310,001118,52,0.5593220338983051,118,PCR3
FS10000169:122:BPA73120-0622:1:1111:4200:3450,003761,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:3620:3410,000051,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:13870:3380,007588,79,0.4733333333333334,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:16290:3370,009937,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:14650:3530,004377,81,0.45999999999999996,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:9350:3560,002119,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:13560:3590,005815,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:15350:3500,001239,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:15100:3650,008433,52,0.5185185185185186,108,PCR3
FS10000169:122:BPA73120-0622:1:1111:2620:3670,004620,78,0.48,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:6050:3670,009420,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:12000:3630,001586,55,0.5338983050847458,118,PCR3
FS10000169:122:BPA73120-0622:1:1111:10680:3800,006776,88,0.41333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:7880:3750,000404,88,0.41333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:5580:3930,001368,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1111:11250:3910,003759,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:4180:1110,002173,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:15900:1150,006007,81,0.45999999999999996,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:2670:1150,009472,78,0.48,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:5120:1360,002119,79,0.4733333333333334,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:10510:1360,010302,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:14580:1340,009935,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:12350:1320,002448,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:8220:1680,007959,80,0.4666666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:16060:1640,000890,82,0.45333333333333337,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:9940:1720,001115,50,0.537037037037037,108,PCR3
FS10000169:122:BPA73120-0622:1:1112:16190:1720,000580,82,0.45333333333333337,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:12750:1710,004827,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:13610:1930,007426,79,0.4733333333333334,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:3980:1770,001130,55,0.4907407407407407,108,PCR3
FS10000169:122:BPA73120-0622:1:1112:1240:1960,001927,79,0.4733333333333334,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:4290:1990,004207,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:10980:1990,004335,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:1710:1910,007314,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:4550:2020,000687,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:10640:2110,010592,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:11460:2130,006044,78,0.48,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:10900:2320,005758,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:16130:2300,003112,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:14420:2290,003761,62,0.4833333333333333,120,PCR3
FS10000169:122:BPA73120-0622:1:1112:7630:2300,001448,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:5860:2440,010717,101,0.32666666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:4400:2290,003281,50,0.537037037037037,106,PCR3
FS10000169:122:BPA73120-0622:1:1112:1290:2500,001577,52,0.5185185185185186,108,PCR3
FS10000169:122:BPA73120-0622:1:1112:12880:2510,006259,52,0.5593220338983051,118,PCR3
FS10000169:122:BPA73120-0622:1:1112:14010:2530,003761,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:1820:2460,007329,70,0.5333333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:9320:2460,000711,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:5120:2570,008574,56,0.5213675213675213,117,PCR3
FS10000169:122:BPA73120-0622:1:1112:6860:2650,003761,83,0.44666666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:3560:2700,011338,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:14340:2700,009477,81,0.45999999999999996,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:9950:2640,000073,58,0.5166666666666666,120,PCR3
FS10000169:122:BPA73120-0622:1:1112:1620:2780,000429,80,0.4666666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:11160:2800,003458,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:15180:2740,007659,58,0.5126050420168067,119,PCR3
FS10000169:122:BPA73120-0622:1:1112:10060:2890,004008,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:7780:2920,009354,81,0.45999999999999996,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:9990:2810,001448,62,0.47457627118644063,118,PCR3
FS10000169:122:BPA73120-0622:1:1112:15110:3060,001919,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:2660:3060,008574,59,0.47787610619469023,113,PCR3
FS10000169:122:BPA73120-0622:1:1112:10550:3030,009433,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:9190:3220,003407,54,0.5423728813559322,118,PCR3
FS10000169:122:BPA73120-0622:1:1112:4240:3210,001626,54,0.5,108,PCR3
FS10000169:122:BPA73120-0622:1:1112:11800:3320,004309,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:14760:3280,001852,83,0.44666666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:14940:3280,002516,84,0.43999999999999995,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:8730:3420,001442,58,0.5042735042735043,117,PCR3
FS10000169:122:BPA73120-0622:1:1112:13580:3430,008998,59,0.528,125,PCR3
FS10000169:122:BPA73120-0622:1:1112:3030:3250,005400,80,0.4666666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:7830:3470,003288,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:5850:3500,004904,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:10140:3540,006891,86,0.42666666666666664,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:16390:3600,006439,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:11990:3740,009609,68,0.5466666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:4110:3810,003195,52,0.5185185185185186,108,PCR3
FS10000169:122:BPA73120-0622:1:1112:4230:3910,003195,52,0.5185185185185186,108,PCR3
FS10000169:122:BPA73120-0622:1:1112:14550:4080,008403,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1112:15460:4010,007969,52,0.5185185185185186,108,PCR3
FS10000169:122:BPA73120-0622:1:1112:6630:3980,010618,51,0.5277777777777778,108,PCR3
FS10000169:122:BPA73120-0622:1:1113:9080:1050,000180,49,0.5462962962962963,108,PCR3
FS10000169:122:BPA73120-0622:1:1113:15220:1320,004579,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:15710:1300,006064,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:6990:1420,001025,54,0.5537190082644627,121,PCR3
FS10000169:122:BPA73120-0622:1:1113:5970:1430,000063,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:1270:1460,004848,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:9080:1440,001233,52,0.5229357798165137,109,PCR3
FS10000169:122:BPA73120-0622:1:1113:2300:1900,000312,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:10290:1820,009549,84,0.43999999999999995,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:14320:1810,007358,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:2820:1790,005881,67,0.5533333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:7940:1980,002572,78,0.48,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:2490:1970,009767,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:14260:2000,001007,61,0.512,125,PCR3
FS10000169:122:BPA73120-0622:1:1113:14000:2120,003888,69,0.54,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:14030:2220,009767,78,0.48,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:8340:2180,003759,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:9570:2180,009058,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:1300:2440,001130,54,0.5,108,PCR3
FS10000169:122:BPA73120-0622:1:1113:6840:2240,001330,56,0.5213675213675213,117,PCR3
FS10000169:122:BPA73120-0622:1:1113:10080:2470,005727,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:7410:2400,009935,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:16010:2650,003223,79,0.4733333333333334,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:4890:2660,003761,78,0.48,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:13310:2750,004896,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:16000:2760,005833,56,0.5254237288135593,118,PCR3
FS10000169:122:BPA73120-0622:1:1113:3030:2780,003489,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:2910:2700,005881,79,0.4733333333333334,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:8850:2840,001243,79,0.4733333333333334,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:10550:2850,002094,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:16420:2960,002289,98,0.09259259259259256,10,PCR3
FS10000169:122:BPA73120-0622:1:1113:14300:3060,009457,57,0.5128205128205128,117,PCR3
FS10000169:122:BPA73120-0622:1:1113:3100:3190,010050,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:11330:3250,000432,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:12040:3300,006745,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:4110:3470,002319,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:13450:3380,004008,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:10840:3500,009018,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:10240:3640,007676,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:12020:3570,003761,81,0.45999999999999996,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:2890:3780,003475,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:5880:3670,001454,69,0.54,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:13970:3850,008134,55,0.4907407407407407,108,PCR3
FS10000169:122:BPA73120-0622:1:1113:2740:3870,000306,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:14620:4070,001196,54,0.5384615384615384,117,PCR3
FS10000169:122:BPA73120-0622:1:1113:2490:4070,005572,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1113:6670:4040,004398,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:12880:1180,003761,80,0.4666666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:11830:1240,004377,79,0.4733333333333334,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:13780:1260,007234,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:2310:1220,000312,90,0.4,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:9030:1310,005881,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:14250:1400,000587,68,0.5466666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:3790:1490,000753,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:15110:1670,006093,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:2770:1670,004141,73,0.32407407407407407,38,PCR3
FS10000169:122:BPA73120-0622:1:1114:11750:1760,001262,105,0.30000000000000004,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:11600:1790,007753,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:9520:1870,009937,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:12150:1820,008910,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:14810:2000,005958,68,0.5466666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:1780:1960,003475,56,0.5213675213675213,117,PCR3
FS10000169:122:BPA73120-0622:1:1114:3690:2110,001130,54,0.5,108,PCR3
FS10000169:122:BPA73120-0622:1:1114:11470:2180,006753,78,0.48,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:7610:2110,006745,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:8050:2030,006753,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:14500:2360,000013,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:4760:2340,000073,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:3390:2280,002263,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:5020:2280,002101,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:15630:2390,004457,84,0.43999999999999995,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:2500:2290,001445,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:14380:2460,000784,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:2820:2460,000163,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:12590:2500,005639,73,0.5133333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:15230:2630,002389,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:6930:2620,001966,95,0.12037037037037035,13,PCR3
FS10000169:122:BPA73120-0622:1:1114:13340:2620,010482,68,0.5466666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:2750:2750,010149,78,0.48,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:8500:2750,009937,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:8470:2730,006134,81,0.45999999999999996,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:15590:3000,004377,77,0.4866666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:9510:3040,003761,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:1000:3100,010596,89,0.4066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:6870:3190,002263,80,0.4666666666666667,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:8980:3030,008716,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:12560:3220,000614,79,0.4733333333333334,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:12990:3400,011396,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:9770:3520,006947,72,0.52,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:13020:3510,001147,52,0.5185185185185186,108,PCR3
FS10000169:122:BPA73120-0622:1:1114:3770:3480,006413,79,0.4733333333333334,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:16180:3480,002510,83,0.44666666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:16400:3630,000725,76,0.4933333333333333,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:14010:3550,007262,74,0.5066666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:10350:3750,003248,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:6760:3870,004105,71,0.5266666666666666,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:1510:3780,006134,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:6050:3930,000435,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:2590:3950,006745,75,0.5,150,PCR3
FS10000169:122:BPA73120-0622:1:1114:12990:3920,010680,80,0.4666666666666667,150,PCR3
