Text,X,A1: no motif,X,B1: 5 motif,X,C1: 3 motif
2:30,150.26,1.83494827918491,150.26,2.20789531214891,150.26,9.35315583934751
2:31,151.48,1.81795801500201,151.48,2.19520628475856,151.48,9.22659087331182
2:32,152.72,1.81795801500201,152.72,2.15713920258751,152.72,9.06205682157457
2:33,153.96,1.81352302408814,153.96,2.15268696565158,153.96,8.97253364342694
2:35,155.18,1.82201727831124,155.18,2.11885288759942,155.18,8.83332636559521
2:36,156.42,1.80890204102103,156.42,2.08881655124911,156.42,8.66701805509404
2:37,157.67,1.78748611670975,157.67,2.07168896827322,157.67,8.56491196290557
2:38,158.89,1.79579222269055,158.89,2.05879249910709,158.89,8.42066127352303
2:40,160.13,1.7873014781273,160.13,2.02497252685363,160.13,8.31946149388982
2:41,161.37,1.7616472748812,161.37,2.0078550759982,161.37,8.16681797960685
2:42,162.62,1.76995433373094,162.62,1.99074128690325,162.62,8.03106939203223
2:43,163.86,1.76977156273406,163.86,1.97785704565573,163.86,7.92485674019486
2:45,165.1,1.76995433373094,165.1,1.94847489563624,165.1,7.79498585031639
2:46,166.33,1.75703939140245,166.33,1.94404755046927,166.33,7.6592896771074
2:47,167.57,1.76110159167783,167.57,1.92694375757243,167.57,7.54469591639264
2:48,168.8,1.7524334108283,168.8,1.90984362248179,168.8,7.43012632202329
2:50,170.03,1.73546068769866,170.03,1.88871703541213,170.03,7.32054969485281
2:51,171.28,1.7517100121035,171.28,1.86681951317287,171.28,7.19114568967833
2:52,172.52,1.73068147094548,172.52,1.85434018511881,172.52,7.06549273625984
2:53,173.74,1.73086011271581,173.74,1.82918484451208,173.74,6.96088170756817
2:54,174.99,1.72626143683512,174.99,1.8245837810043,174.99,6.8288500825064
2:56,176.22,1.71777857841233,176.22,1.81613660935026,176.22,6.71510638847697
2:57,177.45,1.71336033182922,177.45,1.79905660488583,177.45,6.61331811347773
2:58,178.69,1.71760132337379,178.69,1.78216413096876,178.69,6.49537328271544
2:59,179.93,1.70876669005453,179.93,1.76912963625185,179.93,6.37611307289571
3:01,181.17,1.71283009859264,181.17,1.76472523277933,181.17,6.25754700440073
3:02,182.4,1.70435074042089,182.4,1.74783798657236,182.4,6.16490506892673
3:03,183.64,1.69569645998177,183.64,1.73499341834743,183.64,6.04216288797178
3:04,184.86,1.6870439646665,184.86,1.71370968115941,184.86,5.93207611263543
3:06,186.09,1.6870439646665,186.09,1.70948877194929,186.09,5.85208387807801
3:07,187.33,1.68686998880132,187.33,1.69665093366931,187.33,5.72097974614942
3:08,188.56,1.66550639679462,188.56,1.67537553943437,188.56,5.61094879229095
3:09,189.78,1.65279260558249,189.78,1.67115537469666,189.78,5.51834506755544
3:11,191.01,1.67804715777807,191.01,1.65410453233094,191.01,5.41255524553577
3:12,192.25,1.66516299341384,192.25,1.64549554286084,192.25,5.32782954104233
3:13,193.48,1.66516299341384,193.48,1.63705707963118,193.48,5.2268279877816
3:14,194.72,1.6521111821211,194.72,1.62828288797101,194.72,5.15001483813488
3:15,195.95,1.66058354844937,195.95,1.63250131279335,195.95,5.03641182894655
3:17,197.18,1.65177068105306,197.18,1.61951231304277,197.18,4.91758699603483
3:18,198.42,1.64770516746166,198.42,1.59437178477883,198.42,4.84657360067993
3:19,199.66,1.64736560946734,199.66,1.58560910194552,199.66,4.74883109378054
3:20,200.9,1.64330006088438,200.9,1.58155506993816,200.9,4.66939417342038
3:22,202.13,1.63025813348926,202.13,1.56857937045651,202.13,4.58431582452404
3:23,203.37,1.62602369612491,203.37,1.56436268411545,203.37,4.50440600520931
3:24,204.6,1.62162231044143,204.6,1.55155302183945,204.6,4.41983495500368
3:25,205.83,1.60892030702376,205.83,1.55155302183945,205.83,4.32731658576651
3:27,207.06,1.61738830930221,207.06,1.52625601369501,207.06,4.23900414624731
3:28,208.29,1.61282200734762,208.29,1.52172623002483,208.29,4.15824555541289
3:29,209.53,1.61282200734762,209.53,1.51751097245955,209.53,4.0783601758559
3:30,210.78,1.60842321527082,210.78,1.50892491640392,210.78,4.00226713381443
3:32,212.02,1.60012262047201,212.02,1.49221904950321,212.02,3.93120284473306
3:33,213.26,1.59979307199699,213.26,1.49612623923932,213.26,3.85893141485825
3:34,214.48,1.59979307199699,214.48,1.48348294513685,214.48,3.79587701204899
3:35,215.73,1.58693288457449,215.73,1.47911611641244,215.73,3.71982872590208
3:36,216.97,1.59946365923636,216.97,1.47896383430429,216.97,3.6522015039852
3:38,218.21,1.5908371035666,218.21,1.46617219410836,218.21,3.57198127013479
3:39,219.44,1.58660615348852,219.44,1.46195910622475,219.44,3.52155327617611
3:40,220.68,1.58627955691514,220.68,1.45323360071424,220.68,3.44940336300432
3:41,221.92,1.5735893194537,221.92,1.44059681304143,221.92,3.39898574944786
3:43,223.16,1.56512916114608,223.16,1.44480903367763,223.16,3.32335945487738
3:44,224.41,1.57781939860752,224.41,1.43638446664102,224.41,3.27294184132092
3:45,225.63,1.57749467759525,225.63,1.44030033293996,225.63,3.21766060596187
3:46,226.87,1.57326546900722,226.87,1.42766602022602,226.87,3.15465137057077
3:48,228.12,1.56057784324315,228.12,1.42345466648025,228.12,3.09584305264438
3:49,229.36,1.56464604688706,229.36,1.41488623886484,229.36,3.03672225043621
3:50,230.59,1.55618850000807,230.59,1.40225335183644,230.59,2.98632019947267
3:51,231.82,1.54757172154955,231.82,1.39789859987624,231.82,2.93981590097041
3:53,233.07,1.55586832955236,233.07,1.41038508587862,233.07,2.88912180064992
3:54,234.31,1.55164042614135,234.31,1.39354461816384,234.31,2.83033138017274
3:55,235.55,1.55554829081338,235.55,1.37642109106658,235.55,2.7877648830082
3:56,236.78,1.54254989042706,236.78,1.37613802246173,236.78,2.74101825154203
3:58,238.01,1.54286718959201,238.01,1.37642109106658,238.01,2.69959751755896
3:59,239.24,1.53848192465495,239.24,1.376279542209,239.24,2.64894376078889
4:00,240.48,1.53409756157185,240.48,1.37613802246173,240.48,2.61928838181047
4:01,241.7,1.53378213079945,241.7,1.36744003033953,241.7,2.55160235790625
4:02,242.93,1.53409756157185,242.93,1.35930448141747,242.93,2.52694175739042
4:04,244.16,1.5339398299698,244.16,1.35074881641551,244.16,2.47631616875461
4:05,245.4,1.52110624438275,245.4,1.33798745342122,245.4,2.42989776869177
4:06,246.64,1.51672501953665,246.64,1.34626408848231,246.64,2.40447014879549
4:07,247.88,1.52501797596561,247.88,1.34191899425732,247.88,2.36226459228205
4:09,249.13,1.51234469534321,249.13,1.32929909200334,249.13,2.32450184575636
4:10,250.36,1.51656912221735,250.36,1.34191899425732,250.36,2.28673909923067
4:11,251.59,1.51625742370286,251.59,1.3248201552152,251.59,2.25690423179641
4:12,252.82,1.52048098233594,252.82,1.31220284671361,252.82,2.223344300764
4:14,254.06,1.4949859992561,254.06,1.32047860386075,254.06,2.19375398416874
4:15,255.3,1.50343224854883,255.3,1.3162733083715,255.3,2.15600287844038
4:16,256.54,1.50327778104153,256.54,1.31193320675744,256.54,2.1222285798783
4:17,257.79,1.4990550902927,257.79,1.31613807018098,257.79,2.10964600346648
4:19,259.02,1.4989010883315,259.02,1.31179842833061,259.02,2.07587981146373
4:20,260.25,1.49467883139104,260.25,1.30338943990573,260.25,2.04652385926223
4:21,261.5,1.48608164834551,261.5,1.30325555295762,261.5,2.01276749431764
4:22,262.73,1.48170762095163,262.73,1.27789991044159,262.73,1.98740386323438
4:23,263.96,1.49015040013373,263.96,1.29471443248919,263.96,1.97063251520252
4:25,265.19,1.48170762095163,265.19,1.28210360370642,265.19,1.9370898191388
4:26,266.44,1.46859092826879,266.44,1.27750626635787,266.44,1.9197269365127
4:27,267.68,1.47296226119,267.68,1.27343474967734,267.68,1.8905801803212
4:28,268.91,1.46015074979905,268.91,1.27750626635787,268.91,1.86523690843368
4:30,270.16,1.46422049295188,270.16,1.27737510555024,270.16,1.84828094525641
4:31,271.4,1.46437083903392,271.4,1.26910172057261,271.4,1.82751293667596
4:32,272.63,1.47703110673854,272.63,1.26489932221278,272.63,1.80655527217393
4:33,273.87,1.4682894005143,273.87,1.26884115148924,273.87,1.79361223708149
4:35,275.1,1.45985095496283,275.1,1.2646396159563,275.1,1.77265887555955
4:36,276.33,1.46407017773856,276.33,1.25623667033185,276.33,1.74332414434055
4:37,277.55,1.46391989338445,277.55,1.25190674091575,277.55,1.73057436827449
4:38,278.78,1.45970110370488,278.78,1.2477056366634,278.78,1.71381334954752
4:40,280.02,1.45518356970797,280.02,1.25584989795798,280.02,1.69251467125479
4:41,281.26,1.45503424353355,281.26,1.25572102675244,281.26,1.69234099093963
4:42,282.5,1.45081675260914,282.5,1.23892215915569,282.5,1.67558513209528
4:43,283.73,1.44238177076031,283.73,1.24732153025909,283.73,1.64207341440658
4:44,284.97,1.43816427983589,284.97,1.24312184470739,284.97,1.62950645757835
4:46,286.22,1.43772167695945,286.22,1.23434235569818,286.22,1.62062961703753
4:47,287.46,1.43786918097884,287.46,1.22607122089034,287.46,1.60823163378637
4:48,288.7,1.4335054839908,288.7,1.22594544419554,288.7,1.5996913020411
4:49,289.93,1.42521930438345,289.93,1.23446899387974,289.93,1.59147921309917
4:51,291.17,1.42085690508484,291.17,1.21754865804426,291.17,1.56618989776573
4:52,292.4,1.42928929102215,292.4,1.21754865804426,292.4,1.56200228490698
4:53,293.63,1.43335844270616,293.63,1.21322568068408,293.63,1.54090577051626
4:54,294.88,1.42056544725816,294.88,1.21729890447338,294.88,1.52400046280255
4:56,296.12,1.42899610347527,296.12,1.21310124728093,296.12,1.51562682975443
4:57,297.34,1.4163501191496,297.34,1.20890371541413,297.34,1.50725319670632
4:58,298.58,1.42041976317988,298.58,1.20038540990258,298.58,1.49035307388457
4:59,299.82,1.42041976317988,299.82,1.20038540990258,299.82,1.49453952369198
5:01,301.06,1.41184518177298,301.06,1.21285245703334,301.06,1.48601435329178
5:02,302.3,1.41184518177298,302.3,1.19606564768855,302.3,1.45671271087952
5:03,303.53,1.40748639019704,303.53,1.19594301202284,303.53,1.45656335040471
5:04,304.77,1.40327235871355,304.77,1.19594301202284,304.77,1.44400670175392
5:06,306.01,1.40734209181789,306.01,1.19162446571995,306.01,1.43130342319457
5:07,307.25,1.40719782302324,307.25,1.19569781612084,307.25,1.42697196491725
5:08,308.49,1.40705358380399,308.49,1.19557525586908,308.49,1.4184572156159
5:09,309.72,1.39441537683645,309.72,1.18718522990273,309.72,1.40172024919132
5:10,310.96,1.39412957741509,310.96,1.18694190437908,310.96,1.40561639917837
5:12,312.19,1.39006015858952,312.19,1.18286890901965,312.19,1.39739283601142
5:13,313.44,1.39412957741509,313.44,1.17855359803273,313.44,1.38051609515529
5:14,314.67,1.39412957741509,314.67,1.17855359803273,314.67,1.3595991125246
5:15,315.92,1.393986721633,315.92,1.17843283221676,315.92,1.37619161640057
5:17,317.15,1.38963288599979,317.15,1.16992550371677,317.15,1.36768555965513
5:18,318.38,1.38963288599979,318.38,1.16153891628565,318.38,1.36350309550073
5:19,319.61,1.38527994245462,319.61,1.1614199183432,319.61,1.35499921010839
5:20,320.86,1.38527994245462,320.86,1.1614199183432,320.86,1.33827081707098
5:22,322.11,1.38513803711325,322.11,1.16130094478057,322.11,1.33395211998389
5:23,323.34,1.37657673053187,323.34,1.16118199559028,323.34,1.32127169937433
5:24,324.57,1.37222646160633,324.57,1.16944622247805,324.57,1.32113637863495
5:25,325.82,1.37643574561478,325.82,1.16106307076485,325.82,1.32113637863495
5:27,327.05,1.37643574561478,327.05,1.16525470919442,327.05,1.29605149880524
5:28,328.3,1.38064502962322,328.3,1.16106307076485,328.3,1.30859400129307
5:29,329.54,1.36801717759789,329.54,1.15268004419759,329.54,1.30023237468316
5:30,330.76,1.37208593662307,330.76,1.1651353794751,330.76,1.29173845204171
5:32,332,1.35932017447767,332,1.14825320437425,332,1.28742616343592
5:33,333.24,1.37180497298293,333.24,1.14394541396719,333.24,1.27893529127635
5:34,334.48,1.35090333051731,334.48,1.14825320437425,334.48,1.28324626888882
5:35,335.71,1.36352859645785,335.71,1.14406254947958,335.71,1.27070633500687
5:36,336.94,1.35918099968762,336.94,1.14394541396719,336.94,1.27057623299652
5:38,338.19,1.35511175249749,338.19,1.14825320437425,338.19,1.26234642079234
5:39,339.43,1.35062673278379,339.43,1.13963838048641,339.43,1.24955071387099
5:40,340.68,1.35455694727641,340.68,1.14778309047277,340.68,1.25765141200726
5:41,341.91,1.35455694727641,341.91,1.13521614789047,341.91,1.24929492048023
5:43,343.14,1.35890273558695,343.14,1.13114298589298,343.14,1.23688672113836
5:44,344.39,1.35890273558695,344.39,1.13114298589298,344.39,1.24106545714738
5:45,345.62,1.35021204849371,345.62,1.12672281972799,345.62,1.25334481867146
5:46,346.85,1.35876364625885,346.85,1.13521614789047,346.85,1.23676012065514
5:48,348.09,1.35021204849371,348.09,1.1350999657036,348.09,1.21992227349938
5:49,349.33,1.34600578004029,349.33,1.12253430926833,349.33,1.23663354608542
5:50,350.57,1.35021204849371,350.57,1.11415716329272,350.57,1.2282779097924
5:51,351.81,1.33759324313343,351.81,1.13091145524394,351.81,1.22410015417404
5:53,353.04,1.33745636294073,353.04,1.12660751857984,353.04,1.22397488809195
5:54,354.28,1.35834654905852,354.28,1.1223045877275,354.28,1.223849647645
5:55,355.52,1.34152491841965,355.52,1.11811680939675,355.52,1.20714179494489
5:56,356.76,1.34993573373909,356.76,1.1223045877275,356.76,1.20296489428521
5:57,357.99,1.34152491841965,357.99,1.1223045877275,357.99,1.20714179494489
5:59,359.23,1.34559264137238,359.23,1.12218976221208,359.23,1.21537136118431
6:00,360.47,1.34138766397741,360.47,1.12218976221208,360.47,1.20284181623177
6:01,361.7,1.35386407927269,361.7,1.11370124220288,361.7,1.20689480941139
6:02,362.95,1.34138766397741,362.95,1.1138151874906,362.95,1.19866521790232
6:04,364.18,1.34965953205443,364.18,1.11370124220288,364.18,1.19854259230458
6:05,365.42,1.34965953205443,365.42,1.10532752421539,365.42,1.18601432914692
6:06,366.65,1.35372559072121,366.65,1.10940095200817,366.65,1.1858930101689
6:07,367.9,1.34097606911274,367.9,1.11765936158683,367.9,1.18159639923689
6:09,369.13,1.36199450475682,369.13,1.11347342155397,369.13,1.1857717160081
6:10,370.37,1.34083892694981,370.37,1.11335954617848,370.37,1.1856504466569
6:11,371.6,1.35792970785075,371.6,1.10102809057939,371.6,1.18171726629901
6:12,372.85,1.34938344337037,372.85,1.10510141650869,372.85,1.17324589067403
6:14,374.09,1.35765195581396,374.09,1.10917403424339,374.09,1.18147555689702
6:15,375.33,1.34910746761756,375.33,1.0965051084853,375.33,1.17300593855404
6:16,376.58,1.34924544138189,376.58,1.09661724850458,376.58,1.17312590234404
6:17,377.81,1.34490464022637,377.81,1.0965051084853,377.81,1.16465713783627
6:19,379.04,1.34056472676025,379.04,1.10476242834412,379.04,1.17288599929652
6:20,380.27,1.34476712441448,380.27,1.10057777234194,380.27,1.16036414118138
6:21,381.51,1.34042766871641,381.51,1.1004652503327,381.51,1.16441899099283
6:22,382.75,1.34462963672157,382.75,1.10883383159512,382.75,1.16024550667149
6:23,383.99,1.34042766871641,383.99,1.1004652503327,383.99,1.16441899099283
6:25,385.24,1.3320237327061,385.24,1.1004652503327,385.24,1.15189841310038
6:26,386.48,1.34029063869507,386.48,1.10453655174867,386.48,1.15178065615772
6:27,387.72,1.33175141874664,387.72,1.10442364808397,387.72,1.15583555439863
6:28,388.96,1.31914809183513,388.96,1.10024027532496,388.96,1.15583555439863
6:30,390.18,1.31914809183513,390.18,1.10024027532496,390.18,1.1641809415211
6:31,391.41,1.31901326476115,391.41,1.10431076749851,391.41,1.15154521448638
6:32,392.64,1.3274146239309,392.64,1.10431076749851,392.64,1.14320068032662
6:33,393.88,1.30221054642164,393.88,1.09176180704992,393.88,1.1557174191212
6:35,395.11,1.31901326476115,395.11,1.08757886186377,395.11,1.14737288496144
6:36,396.34,1.30627771438403,396.34,1.10001539228453,396.34,1.15142752974295
6:37,397.58,1.31467821495806,397.58,1.10001539228453,397.58,1.14308384837156
6:38,398.81,1.31047796467105,398.81,1.09583274970646,398.81,1.14308384837156
6:40,400.05,1.31414100861831,400.05,1.08702335115692,400.05,1.13844656085848
6:41,401.28,1.30181138103498,401.28,1.08306369948388,401.28,1.13867920550154
6:42,402.52,1.30194440897091,402.52,1.087356589462,402.52,1.15130986905117
6:43,403.76,1.31021016494392,403.76,1.08724548732759,403.76,1.14285025608621
6:45,405,1.2976119890805,405,1.08306369948388,405,1.13033722918407
6:46,406.22,1.2976119890805,406.22,1.07470024864831,406.22,1.13450827976873
6:47,407.47,1.29734687272764,407.47,1.07866160906603,407.47,1.1301062888982
6:48,408.72,1.29301625005847,408.72,1.07855142912639,408.72,1.12582120652477
6:49,409.95,1.28068356568218,409.95,1.070409215143,409.95,1.12188062319222
6:51,411.19,1.29314833875497,411.19,1.07448067560742,411.19,1.1301062888982
6:52,412.42,1.27622382960559,412.42,1.07019054114604,412.42,1.11331201405376
6:53,413.66,1.297081864685,413.66,1.07008123764883,413.66,1.12153687466096
6:54,414.9,1.27202572449237,414.9,1.06601015956265,414.9,1.12165143409657
6:56,416.13,1.27609348297811,416.13,1.07844127169313,416.13,1.1173676529117
6:57,417.37,1.27176591531661,417.37,1.06579242872941,417.37,1.10891582592313
6:58,418.61,1.2675686676595,418.61,1.05743324844676,418.61,1.11725354265302
6:59,419.85,1.2675686676595,419.85,1.06997195647668,419.85,1.10474690516414
7:01,421.09,1.25904559334269,421.09,1.06568359666276,421.09,1.10880259036448
7:02,422.32,1.26324241240309,422.32,1.06568359666276,422.32,1.10046572503015
7:03,423.56,1.2548487742823,423.56,1.05314604423203,423.56,1.10463409530963
7:04,424.81,1.2548487742823,424.81,1.04060861657666,424.81,1.08379199436149
7:06,426.05,1.26324241240309,426.05,1.04896694327203,426.05,1.10463409530963
7:07,427.29,1.25472065004559,427.29,1.05721731353795,427.29,1.08368133559139
7:08,428.53,1.25891704059679,428.53,1.04468110361437,428.53,1.10452130849165
7:09,429.76,1.25472065004559,429.76,1.04050236697317,429.76,1.09201734970402
7:11,431,1.25039658984054,431,1.04039613906434,431,1.08773821857367
7:12,432.24,1.23361274132255,432.24,1.04457444908618,432.24,1.08773821857367
7:13,433.47,1.25026894625236,433.47,1.03611211172253,433.47,1.08346008582912
7:14,434.71,1.23768234486656,434.71,1.03611211172253,434.71,1.08346008582912
7:15,435.95,1.24175111762491,435.95,1.04853866239287,435.95,1.07501603333295
7:17,437.19,1.24581905985198,437.19,1.0484316468119,437.19,1.08323892639131
7:18,438.43,1.23348681107129,438.43,1.04028993284353,438.43,1.07512577363852
7:19,439.66,1.22077558988252,439.66,1.03182889657753,439.66,1.07918270171583
7:20,440.9,1.22904035029556,440.9,1.02336952505025,440.9,1.07073994759041
7:22,442.14,1.23742970507377,442.14,1.03172358642275,442.14,1.07073994759041
7:23,443.38,1.22904035029556,443.38,1.0275465557365,443.38,1.06657370446457
7:24,444.6,1.22891492521645,444.6,1.03579490217715,444.6,1.06646485930644
7:25,445.85,1.22891492521645,445.85,1.0274416933469,445.85,1.06646485930644
7:27,447.08,1.22484567290646,447.08,1.02336952505025,447.08,1.0582410935012

