#name	%unambiguousReads	unambiguousMB	%ambiguousReads	ambiguousMB	unambiguousReads	ambiguousReads	assignedReads	assignedBases
004593	0.06080	0.130112	0.00000	0.000000	1216	0	1216	130112
004520	0.04190	0.088828	0.00000	0.000000	838	0	838	88828
002237	0.04030	0.086242	0.00000	0.000000	806	0	806	86242
004082	0.03990	0.085386	0.00000	0.000000	798	0	798	85386
008670	0.03810	0.080772	0.00000	0.000000	762	0	762	80772
001131	0.03810	0.081534	0.00000	0.000000	762	0	762	81534
004273	0.03780	0.080136	0.00000	0.000000	756	0	756	80136
003687	0.03680	0.077280	0.00000	0.000000	736	0	736	77280
006394	0.03550	0.075260	0.00000	0.000000	710	0	710	75260
011832	0.03350	0.071020	0.00000	0.000000	670	0	670	71020
001346	0.03340	0.070808	0.00000	0.000000	668	0	668	70808
005853	0.03330	0.070596	0.00000	0.000000	666	0	666	70596
001714	0.03290	0.069748	0.00000	0.000000	658	0	658	69748
002047	0.03270	0.069324	0.00000	0.000000	654	0	654	69324
010643	0.03210	0.067410	0.00000	0.000000	642	0	642	67410
001586	0.03210	0.068694	0.00000	0.000000	642	0	642	68694
004686	0.03200	0.068480	0.00000	0.000000	640	0	640	68480
000261	0.03190	0.068266	0.00000	0.000000	638	0	638	68266
008040	0.03140	0.066568	0.00000	0.000000	628	0	628	66568
001060	0.03140	0.065312	0.00000	0.000000	628	0	628	65312
003800	0.03130	0.066982	0.00000	0.000000	626	0	626	66982
010611	0.03120	0.066144	0.00000	0.000000	624	0	624	66144
004696	0.03100	0.066340	0.00000	0.000000	620	0	620	66340
004951	0.03070	0.064470	0.00000	0.000000	614	0	614	64470
011947	0.03060	0.064260	0.00000	0.000000	612	0	612	64260
005364	0.03060	0.065484	0.00000	0.000000	612	0	612	65484
002853	0.03060	0.064872	0.00000	0.000000	612	0	612	64872
004024	0.03050	0.064660	0.00000	0.000000	610	0	610	64660
002038	0.03030	0.064236	0.00000	0.000000	606	0	606	64236
004617	0.03010	0.062608	0.00000	0.000000	602	0	602	62608
005145	0.02990	0.063388	0.00000	0.000000	598	0	598	63388
008573	0.02960	0.063344	0.00000	0.000000	592	0	592	63344
007897	0.02960	0.062752	0.00000	0.000000	592	0	592	62752
006430	0.02960	0.062752	0.00000	0.000000	592	0	592	62752
000845	0.02950	0.063130	0.00000	0.000000	590	0	590	63130
007843	0.02940	0.062916	0.00000	0.000000	588	0	588	62916
005770	0.02940	0.062916	0.00000	0.000000	588	0	588	62916
007668	0.02930	0.062702	0.00000	0.000000	586	0	586	62702
008246	0.02920	0.062488	0.00000	0.000000	584	0	584	62488
000691	0.02890	0.061268	0.00000	0.000000	578	0	578	61268
009559	0.02880	0.060480	0.00000	0.000000	576	0	576	60480
000887	0.02870	0.060844	0.00000	0.000000	574	0	574	60844
011989	0.02850	0.059850	0.00000	0.000000	570	0	570	59850
009112	0.02850	0.060420	0.00000	0.000000	570	0	570	60420
006352	0.02850	0.060420	0.00000	0.000000	570	0	570	60420
006001	0.02840	0.059640	0.00000	0.000000	568	0	568	59640
000503	0.02840	0.060776	0.00000	0.000000	568	0	568	60776
001941	0.02830	0.059996	0.00000	0.000000	566	0	566	59996
003548	0.02820	0.059784	0.00000	0.000000	564	0	564	59784
005680	0.02810	0.060134	0.00000	0.000000	562	0	562	60134
001869	0.02810	0.059572	0.00000	0.000000	562	0	562	59572
002710	0.02800	0.059920	0.00000	0.000000	560	0	560	59920
009968	0.02790	0.059148	0.00000	0.000000	558	0	558	59148
004697	0.02790	0.059148	0.00000	0.000000	558	0	558	59148
000576	0.02790	0.058590	0.00000	0.000000	558	0	558	58590
000266	0.02790	0.059706	0.00000	0.000000	558	0	558	59706
007080	0.02780	0.059492	0.00000	0.000000	556	0	556	59492
005750	0.02780	0.058380	0.00000	0.000000	556	0	556	58380
011190	0.02770	0.058724	0.00000	0.000000	554	0	554	58724
000520	0.02770	0.058724	0.00000	0.000000	554	0	554	58724
011017	0.02750	0.058850	0.00000	0.000000	550	0	550	58850
006841	0.02750	0.058300	0.00000	0.000000	550	0	550	58300
004845	0.02750	0.057200	0.00000	0.000000	550	0	550	57200
001833	0.02750	0.058300	0.00000	0.000000	550	0	550	58300
010837	0.02740	0.057540	0.00000	0.000000	548	0	548	57540
007032	0.02730	0.056784	0.00000	0.000000	546	0	546	56784
000300	0.02730	0.057876	0.00000	0.000000	546	0	546	57876
003280	0.02720	0.057120	0.00000	0.000000	544	0	544	57120
009770	0.02710	0.057452	0.00000	0.000000	542	0	542	57452
011058	0.02700	0.057780	0.00000	0.000000	540	0	540	57780
009994	0.02700	0.056160	0.00000	0.000000	540	0	540	56160
003678	0.02700	0.057240	0.00000	0.000000	540	0	540	57240
011107	0.02690	0.056490	0.00000	0.000000	538	0	538	56490
010672	0.02690	0.057028	0.00000	0.000000	538	0	538	57028
001364	0.02690	0.057028	0.00000	0.000000	538	0	538	57028
011316	0.02670	0.055536	0.00000	0.000000	534	0	534	55536
006209	0.02670	0.055002	0.00000	0.000000	534	0	534	55002
004809	0.02630	0.055230	0.00000	0.000000	526	0	526	55230
009516	0.02620	0.054496	0.00000	0.000000	524	0	524	54496
003095	0.02610	0.055332	0.00000	0.000000	522	0	522	55332
010778	0.02600	0.055640	0.00000	0.000000	520	0	520	55640
007386	0.02600	0.055640	0.00000	0.000000	520	0	520	55640
004534	0.02600	0.054600	0.00000	0.000000	520	0	520	54600
010972	0.02590	0.055426	0.00000	0.000000	518	0	518	55426
010038	0.02590	0.053872	0.00000	0.000000	518	0	518	53872
011954	0.02580	0.054696	0.00000	0.000000	516	0	516	54696
011209	0.02580	0.054696	0.00000	0.000000	516	0	516	54696
008473	0.02580	0.054180	0.00000	0.000000	516	0	516	54180
006238	0.02580	0.054180	0.00000	0.000000	516	0	516	54180
001276	0.02580	0.054696	0.00000	0.000000	516	0	516	54696
003411	0.02560	0.054272	0.00000	0.000000	512	0	512	54272
001236	0.02560	0.053760	0.00000	0.000000	512	0	512	53760
008448	0.02550	0.053550	0.00000	0.000000	510	0	510	53550
004137	0.02550	0.054060	0.00000	0.000000	510	0	510	54060
001664	0.02550	0.053550	0.00000	0.000000	510	0	510	53550
001243	0.02550	0.053550	0.00000	0.000000	510	0	510	53550
000054	0.02550	0.054570	0.00000	0.000000	510	0	510	54570
010115	0.02540	0.053848	0.00000	0.000000	508	0	508	53848
004777	0.02540	0.053848	0.00000	0.000000	508	0	508	53848
004608	0.02540	0.054356	0.00000	0.000000	508	0	508	54356
002849	0.02540	0.054356	0.00000	0.000000	508	0	508	54356
001854	0.02540	0.052324	0.00000	0.000000	508	0	508	52324
006853	0.02530	0.054142	0.00000	0.000000	506	0	506	54142
011388	0.02520	0.052920	0.00000	0.000000	504	0	504	52920
008600	0.02520	0.053424	0.00000	0.000000	504	0	504	53424
003727	0.02520	0.051408	0.00000	0.000000	504	0	504	51408
008474	0.02510	0.053714	0.00000	0.000000	502	0	502	53714
008359	0.02510	0.052710	0.00000	0.000000	502	0	502	52710
011927	0.02500	0.052500	0.00000	0.000000	500	0	500	52500
008464	0.02490	0.052788	0.00000	0.000000	498	0	498	52788
007810	0.02490	0.052788	0.00000	0.000000	498	0	498	52788
005626	0.02490	0.052788	0.00000	0.000000	498	0	498	52788
004233	0.02490	0.053286	0.00000	0.000000	498	0	498	53286
002321	0.02490	0.053286	0.00000	0.000000	498	0	498	53286
001355	0.02490	0.052788	0.00000	0.000000	498	0	498	52788
011552	0.02480	0.052576	0.00000	0.000000	496	0	496	52576
