seq_id,PCR1,PCR2
003915,249,272
003916,529,313
003917,375,201
003918,219,267
003919,78,8
003920,196,0
003921,584,332
003922,487,52
003923,768,526
003924,308,994
003925,301,14
003926,477,818
003927,405,111
003928,352,42
003929,160,690
003930,115,423
003931,320,96
003932,120,0
003933,196,283
003934,116,492
003935,534,540
003936,506,200
003937,422,292
003938,247,69
003939,669,72
003940,192,286
003941,399,70
003942,655,1027
003943,306,110
003944,91,0
003945,392,113
003946,63,24
003947,559,67
003948,310,861
003949,376,155
003950,456,993
003951,309,0
003952,378,72
003953,515,108
003954,465,16
003955,276,44
003956,160,548
003957,430,661
003958,578,1745
003959,684,294
003960,180,0
003961,224,107
003962,455,354
003963,293,146
003964,419,826
003965,258,3
003966,459,388
003967,546,0
003968,634,30
003969,805,693
003970,182,2
003971,625,958
003972,163,474
003973,354,156
003974,298,0
003975,645,424
003976,779,1394
003977,147,9
003978,794,206
003979,332,0
003980,161,253
003981,467,1067
003982,682,2824
003983,534,629
003984,636,178
003985,200,545
003986,430,72
003987,743,0
003988,366,0
003989,220,262
003990,598,310
003991,566,1225
003992,290,765
003993,252,987
003994,374,622
003995,312,103
003996,307,86
003997,616,194
003998,425,0
003999,314,103
004000,401,12
004001,681,479
004002,352,0
004003,311,232
004004,225,109
004005,318,365
004006,483,290
004007,222,406
004008,379,87
004009,284,0
004010,147,204
004011,246,195
004012,379,252
004013,476,200
004014,228,314
004015,292,375
004016,219,152
004017,466,13
004018,768,1341
004019,236,65
004020,259,279
004021,340,832
004022,103,24
004023,345,126
004024,626,390
004025,288,409
004026,590,773
004027,633,571
004028,307,215
004029,175,0
004030,418,229
004031,271,1583
004032,371,18
004033,139,339
004034,268,469
004035,1244,865
004036,297,0
004037,286,728
004038,459,78
004039,244,8
004040,468,208
004041,131,261
004042,388,65
004043,335,0
004044,653,138
004045,333,64
004046,338,44
004047,318,615
004048,276,223
004049,179,95
004050,408,112
004051,682,53
004052,269,71
004053,164,136
004054,125,4
004055,764,506
004056,383,825
004057,337,0
004058,199,407
004059,696,323
004060,489,400
004061,205,201
004062,304,176
004063,213,0
004064,778,494
004065,689,359
004066,143,484
004067,233,376
004068,439,283
004069,359,42
004070,508,0
004071,103,48
004072,878,281
004073,446,4
004074,589,8
004075,212,155
004076,400,565
004077,195,793
004078,713,1362
004079,583,920
004080,459,264
004081,154,394
004082,383,399
004083,251,0
004084,326,164
004085,153,109
004086,373,242
004087,192,1
004088,669,58
004089,278,175
004090,279,124
004091,348,585
004092,454,245
004093,659,1165
004094,369,65
004095,537,17
004096,110,425
004097,483,370
004098,397,567
004099,573,554
004100,1011,1103
004101,248,1130
004102,378,196
004103,799,358
004104,167,19
004105,508,629
004106,1183,1521
004107,305,211
004108,598,871
004109,436,971
004110,230,1098
004111,1073,716
004112,519,422
004113,340,87
004114,473,730
004115,83,294
004116,357,173
004117,485,2
004118,367,1
004119,552,368
004120,537,704
004121,362,117
004122,351,46
004123,300,0
004124,287,3
004125,517,1799
004126,433,935
004127,791,34
004128,143,0
004129,525,393
004130,192,0
004131,565,135
004132,568,1521
004133,276,239
004134,449,224
004135,600,1097
004136,424,680
004137,202,10
004138,229,0
004139,305,150
004140,342,264
004141,102,34
004142,704,557
004143,348,98
004144,425,59
004145,910,327
004146,182,1055
004147,308,400
004148,376,409
004149,471,365
004150,614,1173
004151,181,284
004152,213,16
004153,265,392
004154,361,5
004155,290,29
004156,195,490
004157,332,194
004158,209,4
004159,194,32
004160,556,407
004161,1260,2189
004162,738,192
004163,341,8
004164,304,146
004165,601,1207
004166,340,286
004167,375,613
004168,356,188
004169,409,11
004170,1051,517
004171,384,491
004172,631,435
004173,376,215
004174,397,1496
004175,821,139
004176,228,431
004177,765,548
004178,206,0
004179,1257,853
004180,129,7
004181,328,8
004182,479,298
004183,345,508
004184,436,164
004185,510,682
004186,294,16
004187,485,196
004188,421,52
004189,213,249
004190,237,4
004191,165,8
004192,787,520
004193,135,276
004194,280,503
004195,1123,482
004196,266,34
004197,357,737
004198,626,224
004199,83,16
004200,216,35
004201,1197,3064
004202,260,99
004203,327,1018
004204,221,0
004205,249,0
004206,533,68
004207,467,503
004208,457,168
004209,240,20
004210,150,144
004211,569,115
004212,354,264
004213,169,233
004214,311,149
004215,656,313
004216,645,749
004217,692,137
004218,476,521
004219,414,4
004220,406,55
004221,380,278
004222,464,388
004223,132,217
004224,258,323
004225,262,8
004226,359,292
004227,1219,1488
004228,679,835
004229,302,371
004230,420,132
004231,829,1555
004232,442,227
004233,365,228
004234,162,84
004235,247,253
004236,230,1
004237,260,440
004238,596,284
004239,678,859
004240,364,112
004241,1496,322
004242,750,416
004243,273,468
004244,160,326
004245,424,26
004246,450,471
004247,1030,739
004248,304,289
004249,293,132
004250,406,163
004251,810,635
004252,182,146
004253,199,24
004254,747,567
004255,504,428
004256,266,0
004257,401,55
004258,366,491
004259,321,134
004260,238,97
004261,465,44
004262,119,5
004263,794,0
004264,280,349
004265,185,201
004266,456,80
004267,1023,1497
004268,245,169
004269,157,405
004270,262,215
004271,456,63
004272,62,311
004273,139,52
004274,830,402
004275,485,0
004276,170,266
004277,228,56
004278,252,0
004279,451,128
004280,409,12
004281,1255,968
004282,594,593
004283,307,138
004284,540,341
004285,146,564
004286,886,399
004287,88,2
004288,265,20
004289,1211,1345
004290,167,2
004291,557,949
004292,127,659
004293,299,147
004294,578,350
004295,624,811
004296,92,6
004297,464,249
004298,221,4
004299,92,101
004300,168,610
004301,321,238
004302,632,142
004303,190,0
004304,280,7
004305,166,0
004306,125,317
004307,408,23
004308,569,468
004309,420,564
004310,673,361
004311,347,675
004312,183,446
004313,141,4
004314,207,67
004315,189,12
004316,212,0
004317,213,0
004318,305,485
004319,205,702
004320,362,160
004321,257,558
004322,425,416
004323,175,245
004324,429,267
004325,396,566
004326,194,284
004327,278,214
004328,380,253
004329,125,10
004330,279,0
004331,202,248
004332,336,0
004333,366,313
004334,393,4
004335,360,3
004336,347,165
004337,313,0
004338,173,216
004339,297,523
004340,182,331
004341,244,157
004342,434,144
004343,243,824
004344,556,724
004345,209,50
004346,326,564
004347,670,1292
004348,445,263
004349,584,603
004350,598,0
004351,371,1482
004352,395,15
004353,1112,1250
004354,249,0
004355,351,689
004356,391,626
004357,362,1787
004358,291,215
004359,462,278
004360,328,198
004361,312,396
004362,448,371
004363,508,225
004364,331,708
004365,179,1
004366,220,18
004367,440,904
004368,583,10
004369,471,24
004370,749,515
004371,526,146
004372,288,1000
004373,316,528
004374,204,1963
004375,397,1290
004376,411,664
004377,416,172
004378,717,279
004379,338,162
004380,254,562
004381,407,839
004382,263,199
004383,139,7
004384,337,213
004385,1157,551
004386,694,333
004387,870,142
004388,189,0
004389,73,14
004390,547,1157
004391,199,158
004392,263,75
004393,684,143
004394,419,152
004395,656,1001
004396,375,111
004397,146,0
004398,433,186
004399,394,67
004400,787,548
004401,275,314
004402,180,606
004403,484,294
004404,609,452
004405,317,186
004406,456,5
004407,633,730
004408,143,527
004409,358,455
004410,269,154
004411,466,260
004412,871,952
004413,431,225
004414,494,310
004415,155,1
004416,363,481
004417,170,122
004418,570,715
004419,398,149
004420,69,0
004421,519,1343
004422,278,800
004423,200,16
004424,218,13
004425,156,146
004426,149,3
004427,808,1174
004428,514,79
004429,380,988
004430,274,206
004431,457,128
004432,579,255
004433,519,58
004434,342,522
004435,373,101
004436,688,434
004437,428,0
004438,420,379
004439,313,109
004440,320,22
004441,187,546
004442,319,723
004443,561,1921
004444,215,52
004445,379,468
004446,479,1339
004447,288,451
004448,262,0
004449,627,263
004450,495,0
004451,201,606
004452,345,475
004453,332,276
004454,372,82
004455,471,130
004456,885,281
004457,413,21
004458,450,295
004459,447,864
004460,280,2
004461,130,1
004462,247,198
004463,886,868
004464,484,272
004465,318,86
004466,183,118
004467,427,910
004468,153,66
004469,70,13
004470,233,0
004471,231,502
004472,612,127
004473,289,852
004474,365,8
004475,835,1946
004476,375,90
004477,237,0
004478,1206,99
004479,314,519
004480,317,0
004481,703,318
004482,514,305
004483,666,752
004484,388,909
004485,179,0
004486,417,39
004487,301,908
004488,207,121
004489,212,480
004490,334,1063
004491,292,316
004492,354,364
004493,401,411
004494,1274,74
004495,173,6
004496,286,5
004497,207,265
004498,230,0
004499,356,666
004500,134,0
004501,275,169
004502,255,839
004503,673,737
004504,425,352
004505,271,13
004506,225,236
004507,327,225
004508,120,4
004509,551,1497
004510,385,573
004511,215,273
004512,310,142
004513,444,427
004514,665,805
004515,323,752
004516,339,392
004517,246,23
004518,152,159
004519,269,0
004520,185,360
004521,467,364
004522,505,43
004523,392,168
004524,71,0
004525,351,206
004526,1099,1639
004527,450,153
004528,282,149
004529,226,0
004530,263,231
004531,355,8
004532,360,904
004533,503,107
004534,224,136
004535,311,317
004536,580,571
004537,317,264
004538,199,0
004539,491,431
004540,245,6
004541,246,2
004542,261,714
004543,349,724
004544,483,2
004545,858,71
004546,278,881
004547,480,377
004548,420,458
004549,290,2
004550,266,2
004551,316,450
004552,272,317
004553,197,10
004554,433,143
004555,259,1175
004556,341,72
004557,496,1200
004558,444,474
004559,292,242
004560,863,936
004561,231,7
004562,1238,400
004563,604,367
004564,749,1628
004565,413,611
004566,282,196
004567,161,96
004568,298,23
004569,160,1146
004570,354,1128
004571,333,292
004572,488,5
004573,823,732
004574,394,77
004575,498,309
004576,419,153
004577,405,31
004578,353,19
004579,323,12
004580,313,656
004581,457,4
004582,198,22
004583,587,1713
004584,322,25
004585,426,10
004586,359,2
004587,432,294
004588,315,5
004589,1005,2576
004590,649,474
004591,161,0
004592,246,2
004593,944,862
004594,727,1860
004595,603,1160
004596,82,11
004597,577,1439
004598,282,223
004599,682,561
004600,252,658
004601,168,202
004602,204,198
004603,1427,2828
004604,303,108
004605,397,588
004606,647,335
004607,732,1078
004608,217,4
004609,935,1675
004610,452,695
004611,494,820
004612,437,134
004613,1170,694
004614,390,959
004615,251,0
004616,722,510
004617,137,0
004618,401,1075
004619,254,206
004620,465,291
004621,1236,2309
004622,474,124
004623,309,102
004624,207,409
004625,429,375
004626,908,749
004627,327,598
004628,317,112
004629,392,491
004630,395,868
004631,546,1350
004632,370,0
004633,511,115
004634,316,275
004635,551,6
004636,383,16
004637,371,754
004638,539,790
004639,338,364
004640,233,7
004641,615,214
004642,258,449
004643,437,215
004644,331,259
004645,267,394
004646,400,4
004647,258,122
004648,419,294
004649,308,6
004650,593,342
004651,512,1061
004652,440,9
004653,475,741
004654,286,93
004655,428,486
004656,308,230
004657,1792,1300
004658,474,66
004659,647,235
004660,473,250
004661,288,191
004662,208,0
004663,633,326
004664,617,514
004665,385,30
004666,409,262
004667,254,857
004668,299,20
004669,471,433
004670,518,0
004671,486,474
004672,231,390
004673,202,171
004674,439,597
004675,460,520
004676,782,1000
004677,862,639
004678,299,47
004679,258,649
004680,183,172
004681,287,109
004682,579,566
004683,523,58
004684,309,470
004685,154,244
004686,542,1172
004687,550,453
004688,292,0
004689,401,687
004690,390,189
004691,456,49
004692,234,166
004693,357,464
004694,237,358
004695,528,316
004696,322,24
004697,541,2262
004698,640,1103
004699,331,352
004700,153,12
004701,603,501
004702,514,491
004703,251,75
004704,544,0
004705,355,862
004706,301,9
004707,516,243
004708,1551,966
004709,849,314
004710,482,522
004711,498,23
004712,506,19
004713,395,274
004714,311,124
004715,336,0
004716,355,0
004717,457,415
004718,412,2
004719,257,152
004720,309,42
004721,725,189
004722,680,1019
004723,250,8
004724,304,46
004725,1187,1686
004726,168,23
004727,215,6
004728,308,164
004729,334,260
004730,760,360
004731,315,37
004732,488,358
004733,499,271
004734,256,680
004735,679,1049
004736,663,189
004737,694,1174
004738,246,241
004739,382,1104
004740,662,279
004741,169,470
004742,875,1347
004743,390,124
004744,591,460
004745,750,2004
004746,348,219
004747,963,996
004748,325,352
004749,475,290
004750,1579,1044
004751,544,852
004752,540,354
004753,409,9
004754,247,323
004755,327,292
004756,218,1
004757,606,347
004758,291,350
004759,733,617
004760,286,847
004761,438,40
004762,218,1585
004763,359,127
004764,113,0
004765,301,196
004766,428,704
004767,552,201
004768,518,545
004769,398,478
004770,139,676
004771,540,1262
004772,167,168
004773,246,522
004774,574,126
004775,266,28
004776,245,336
004777,288,540
004778,403,409
004779,528,272
004780,65,4
004781,688,798
004782,243,99
004783,482,371
004784,476,143
004785,220,331
004786,364,283
004787,1010,347
004788,113,377
004789,277,10
004790,501,425
004791,806,1534
004792,450,264
004793,371,1
004794,317,0
004795,297,76
004796,373,707
004797,394,831
004798,107,162
004799,417,33
004800,562,36
004801,549,0
004802,606,71
004803,409,296
004804,1517,1964
004805,170,37
004806,481,432
004807,327,4
004808,557,555
004809,289,45
004810,338,581
004811,634,910
004812,276,391
004813,399,461
004814,542,36
004815,250,72
004816,478,252
004817,205,3
004818,329,0
004819,881,814
004820,211,1
004821,235,3
004822,636,155
004823,293,0
004824,156,428
004825,551,81
004826,574,237
004827,672,2036
004828,221,289
004829,458,0
004830,440,180
004831,196,386
004832,448,208
004833,680,0
004834,134,0
004835,179,287
004836,270,36
004837,495,1128
004838,288,145
004839,204,10
004840,653,529
004841,856,1526
004842,453,384
004843,446,406
004844,729,365
004845,769,190
004846,484,1
004847,573,149
004848,544,557
004849,801,325
004850,296,662
004851,334,501
004852,222,19
004853,217,132
004854,603,481
004855,248,18
004856,591,577
004857,509,145
004858,272,0
004859,514,95
004860,695,629
004861,563,799
004862,312,74
004863,553,905
004864,578,748
004865,271,2
004866,320,302
004867,869,194
004868,863,1889
004869,339,892
004870,204,121
004871,189,84
004872,290,194
004873,128,318
004874,290,392
004875,261,0
004876,622,655
004877,457,0
004878,322,739
004879,401,26
004880,358,147
004881,155,219
004882,148,251
004883,459,68
004884,268,263
004885,990,1628
004886,425,28
004887,128,0
004888,188,164
004889,494,521
004890,338,22
004891,417,140
004892,298,213
004893,501,489
004894,586,699
004895,564,811
004896,288,372
004897,355,88
004898,231,294
004899,358,783
004900,78,0
004901,230,504
004902,132,883
004903,127,21
004904,238,0
004905,287,20
004906,197,0
004907,1093,675
004908,257,24
004909,171,1150
004910,244,362
004911,654,1028
004912,174,794
004913,253,2
004914,574,150
004915,490,322
004916,440,739
004917,240,42
004918,482,899
004919,299,204
004920,202,204
004921,458,2401
004922,460,0
004923,336,991
004924,504,381
004925,510,320
004926,1081,1559
004927,380,958
004928,264,1515
004929,619,301
004930,293,0
004931,397,474
004932,449,491
004933,439,781
004934,418,199
004935,190,27
004936,225,1105
004937,419,154
004938,657,1033
004939,606,604
004940,174,105
004941,651,951
004942,258,900
004943,168,116
004944,267,310
004945,208,1324
004946,362,1070
004947,410,232
004948,271,0
004949,976,1267
004950,534,1
004951,555,322
004952,199,17
004953,204,7
004954,871,318
004955,419,1158
004956,776,1524
004957,281,540
004958,534,581
004959,235,353
004960,307,8
004961,398,250
004962,334,66
004963,330,281
004964,479,0
004965,343,3
004966,534,56
004967,133,59
004968,302,1017
004969,294,380
004970,976,2115
004971,355,958
004972,285,106
004973,222,271
004974,152,8
004975,344,1007
004976,255,473
004977,614,161
004978,168,179
004979,907,712
004980,278,233
004981,225,30
004982,254,1191
004983,178,38
004984,887,487
004985,608,201
004986,387,324
004987,675,1330
004988,255,2
004989,669,664
004990,346,45
004991,504,399
004992,462,338
004993,483,341
004994,377,636
004995,419,889
004996,422,212
004997,288,336
004998,622,1664
004999,320,11
005000,460,113
005001,168,0
005002,239,402
005003,123,320
005004,413,1123
005005,904,201
005006,495,318
005007,237,443
005008,505,615
005009,404,33
005010,604,0
005011,189,2
005012,502,131
005013,471,134
005014,483,174
005015,876,1199
005016,585,34
005017,904,2172
005018,207,238
005019,234,135
005020,252,0
005021,375,21
005022,293,190
005023,1069,415
005024,875,1609
005025,468,4
005026,289,287
005027,362,313
005028,431,279
005029,727,951
005030,394,16
005031,238,521
005032,206,91
005033,741,1316
005034,1068,261
005035,774,1487
005036,168,597
005037,672,600
005038,1427,2037
005039,174,0
005040,370,26
005041,347,0
005042,683,1289
005043,1200,1587
005044,289,628
005045,334,4
005046,324,469
005047,299,0
005048,736,827
005049,847,559
005050,923,91
005051,578,466
005052,405,260
005053,319,349
005054,718,4
005055,424,0
005056,261,204
005057,130,187
005058,343,103
005059,179,7
005060,364,109
005061,332,1065
005062,221,0
005063,158,346
005064,328,130
005065,320,95
005066,291,0
005067,349,1162
005068,102,9
005069,219,1231
005070,619,255
005071,172,8
005072,286,0
005073,454,12
005074,593,690
005075,939,1991
005076,971,1398
005077,292,204
005078,446,362
005079,266,590
005080,174,0
005081,358,416
005082,406,378
005083,273,489
005084,557,1070
005085,279,10
005086,246,745
005087,352,422
005088,266,169
005089,489,573
005090,541,737
005091,198,25
005092,254,47
005093,274,42
005094,436,431
005095,554,757
005096,161,0
005097,609,379
005098,386,938
005099,213,8
005100,282,74
005101,519,743
005102,554,1677
005103,429,352
005104,887,394
005105,296,288
005106,287,368
005107,237,702
005108,612,284
005109,382,69
005110,752,644
005111,1027,782
005112,368,132
005113,460,1103
005114,238,8
005115,370,346
005116,154,100
005117,353,290
005118,341,8
005119,676,2443
005120,333,832
005121,433,1292
005122,307,1419
005123,727,448
005124,301,783
005125,170,378
005126,192,50
005127,1091,636
005128,102,0
005129,586,12
005130,601,861
005131,346,6
005132,288,6
005133,128,6
005134,680,104
005135,759,774
005136,211,246
005137,296,2178
005138,310,533
005139,255,398
005140,267,104
005141,273,648
005142,448,0
005143,218,32
005144,325,118
005145,189,331
005146,149,0
005147,285,3504
005148,227,1
005149,243,84
005150,197,0
005151,342,197
005152,505,482
005153,616,410
005154,522,184
005155,361,1036
005156,286,656
005157,172,28
005158,716,1424
005159,1036,463
005160,781,779
005161,583,15
005162,416,39
005163,502,368
005164,187,580
005165,243,355
005166,326,935
005167,199,9
005168,446,365
005169,293,597
005170,228,155
005171,810,272
005172,265,394
