seq_id,true_efficiency,binary_label,pred_efficiency,pred_probability,fold
1778,1.0020658,0,0.99900174,0.7236034006490197,1
1801,0.99007845,0,0.9999336,0.5139592887601576,1
1811,1.0028892,0,1.0002162,0.4503714431303135,1
1813,1.0042961,0,0.9998263,0.5380963874808915,1
1816,0.9984374,0,0.99932826,0.6501461635422534,1
1817,0.99716604,0,0.99957806,0.5939469520208116,1
1819,0.99697554,0,0.9997697,0.5508354118057232,1
1824,1.0013356,0,1.0005122,0.38377986965966693,1
1825,0.99994487,0,0.9994748,0.6171722047898731,1
1827,0.9993829,0,0.99952316,0.6062971008662537,1
1830,1.0017,0,0.9991417,0.6921178963177514,1
1831,0.99483466,0,1.000926,0.2906911255933703,1
1832,1.003871,0,0.9998491,0.5329739587523802,1
1834,0.9983969,0,1.0007461,0.33116099444846725,1
1835,1.0033112,0,1.0006973,0.3421567838656905,1
1837,1.0010697,0,0.9998865,0.524552793198702,1
1844,0.9986248,0,1.0002241,0.4486013892241264,1
1850,1.0029968,0,1.0002415,0.44468581543165175,1
1854,1.0020947,0,1.0004976,0.38707860648483383,1
1857,0.99612933,0,0.9998659,0.5291924799527985,1
1876,1.0034558,0,0.99941254,0.631185131547188,1
1881,1.0073599,0,1.0004219,0.4041086705822404,1
1885,0.9977905,0,1.000124,0.4711293480301445,1
1895,1.0046163,0,1.0005044,0.38554992356585405,1
1900,1.0049275,0,0.99973255,0.5591895298629549,1
1904,0.99638987,0,0.9994958,0.6124520610400408,1
1912,0.99637693,0,0.99926555,0.6642529567945933,1
1916,1.0004486,0,0.9996369,0.5807117762222759,1
1931,1.0080662,0,0.99951243,0.608710810738327,1
1937,0.99468493,0,1.0001557,0.46399549440823884,1
1939,1.0073719,0,0.99928254,0.6604312494971438,1
1962,1.0069684,0,1.0001543,0.46431732239118195,1
1976,1.005173,0,1.000009,0.4970096816584869,1
1979,0.996928,0,1.0000408,0.48984900903800255,1
1995,1.0060916,0,1.0002595,0.44063614664628425,1
1999,1.0078621,0,1.0000794,0.4811596534985384,1
2000,1.0003424,0,0.99973774,0.5580229034247861,1
2007,1.0029263,0,1.0000072,0.4974119666371658,1
2009,1.0020825,0,1.0002373,0.4456244803819025,1
2012,1.0018276,0,0.9996872,0.5693941588221096,1
2022,1.0026861,0,1.0005121,0.3838066886582455,1
2023,0.99795985,0,1.0002989,0.43178587711534855,1
2030,1.0043392,0,0.9997132,0.5635476171319763,1
2032,0.98400766,0,0.99951094,0.6090460482205595,1
2038,1.0099428,0,1.0004257,0.40325046262772546,1
2042,0.999795,0,0.9997785,0.5488508059109073,1
2047,0.99273086,0,1.000351,0.4200659747365033,1
2061,1.0000746,0,1.0002347,0.44621449835063154,1
2068,1.0009401,0,1.0014458,0.1737602917907045,1
2070,1.006325,0,0.9989886,0.7265534904926649,1
2078,1.0006036,0,0.9989476,0.735779226003701,1
2081,0.99655455,0,1.0003481,0.42070963070238954,1
2096,1.0021043,0,1.0001385,0.4678574302035562,1
2097,0.9983554,0,0.9998925,0.5232118432697723,1
2098,0.9969871,0,1.0006932,0.34306862981736264,1
2099,1.0020783,0,1.0000591,0.48571888325689916,1
2100,0.99995816,0,0.9996462,0.5786198943331455,1
2103,0.9978687,0,1.0004426,0.3994421648295653,1
2104,1.0057657,0,1.0004131,0.4060932764770564,1
2112,0.9946828,0,0.9992739,0.6623756268940918,1
2115,1.0014732,0,0.9998331,0.5365677045619117,1
2119,1.0000532,0,0.99998534,0.5023198433770484,1
2121,0.9957187,0,0.99960434,0.5880333628342318,1
2122,0.9830244,0,1.0000191,0.4947300667793064,1
2124,1.0062011,0,0.99877936,0.7736342424973852,1
2137,1.0003797,0,0.999418,0.6299514576125728,1
2139,1.006135,0,0.9990502,0.7127014777268217,1
2142,0.99982995,0,0.9989641,0.7320782041998553,1
2156,1.0014734,0,1.000223,0.44884276021133374,1
2165,1.0033187,0,1.0004344,0.4012926757314882,1
2174,0.99883634,0,0.99928474,0.6599350980234397,1
2177,1.0047252,0,1.0000097,0.49684876766701536,1
2183,1.001143,0,1.0004412,0.3997639928125084,1
2186,1.0043842,0,0.99998814,0.5016895969104513,1
2192,1.0027661,0,1.0001701,0.460750395580229,1
2198,1.0037438,0,0.9995631,0.597312736342425,1
2207,1.0009484,0,0.9997027,0.5659076890068925,1
2215,1.0005779,0,0.9991354,0.6935393032424169,1
2221,1.001933,0,0.99991894,0.5172580255853246,1
2222,1.0040885,0,0.9989403,0.7374285944162845,1
2230,0.9883473,0,0.99953485,0.6036688390055516,1
